IAsID,IsID,AsID,IAsAlgusKpv,IAsKinniKpv,IAsKasutajaNimi,IAsKasutajaSalasona,KdIDStaatus,IAsLisainfo,IAsKirjeteArv,AKpIDPadevusAla,IAsMuudatused,IAsAndmevaljad,IAsDokumendiLiigid,IAsKontaktTeavitamiseks,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv
319,4612,32,1957-06-18,1957-06-21,user_4612_32,pwd3859,549,Lisainfo isikule 4612,183,,,,,user_4612_32@domain.ee,90.0,1913-05-31,319.0,2002-03-17,
320,4613,25,1954-09-21,1954-09-25,user_4613_25,pwd7421,549,Lisainfo isikule 4613,14,,,,,user_4613_25@domain.ee,194.0,1946-04-10,65.0,1993-05-17,
321,4639,32,2019-10-08,2019-10-12,user_4639_32,pwd3732,549,Lisainfo isikule 4639,171,,,,,user_4639_32@domain.ee,94.0,1929-06-11,227.0,1963-10-24,
322,4640,1,1990-02-04,1990-02-08,user_4640_1,pwd7474,549,Lisainfo isikule 4640,30,,,,,user_4640_1@domain.ee,139.0,1979-10-18,39.0,1988-03-17,
323,4671,40,1971-10-11,1971-10-12,user_4671_40,pwd4715,549,Lisainfo isikule 4671,114,,,,,user_4671_40@domain.ee,253.0,1967-07-14,,,
324,4673,28,2022-03-07,2022-03-08,user_4673_28,pwd6648,549,Lisainfo isikule 4673,169,,,,,user_4673_28@domain.ee,207.0,1964-02-03,,,
325,4680,33,1923-07-20,1923-07-20,user_4680_33,pwd5327,549,Lisainfo isikule 4680,132,,,,,user_4680_33@domain.ee,75.0,1922-02-02,,,
326,4684,16,1929-08-30,1929-09-04,user_4684_16,pwd8412,549,Lisainfo isikule 4684,51,,,,,user_4684_16@domain.ee,166.0,1901-06-06,208.0,1946-11-01,
327,4686,15,1965-06-12,1965-06-15,user_4686_15,pwd8175,549,Lisainfo isikule 4686,68,,,,,user_4686_15@domain.ee,185.0,1919-12-12,134.0,1928-12-26,
328,4690,10,1909-05-15,1909-05-15,user_4690_10,pwd5039,550,Lisainfo isikule 4690,0,,,,,user_4690_10@domain.ee,219.0,1907-03-03,,,
329,4696,24,1978-01-01,1978-01-07,user_4696_24,pwd6954,549,Lisainfo isikule 4696,129,,,,,user_4696_24@domain.ee,202.0,1931-12-01,,,
330,4732,41,1987-04-19,1987-04-24,user_4732_41,pwd4839,549,Lisainfo isikule 4732,57,,,,,user_4732_41@domain.ee,109.0,1920-11-14,225.0,1960-10-09,
331,4733,32,1989-07-03,1989-07-03,user_4733_32,pwd9751,549,Lisainfo isikule 4733,185,,,,,user_4733_32@domain.ee,115.0,1983-06-17,,,
332,4742,18,1952-03-21,1952-03-21,user_4742_18,pwd5742,549,Lisainfo isikule 4742,173,,,,,user_4742_18@domain.ee,198.0,1941-02-19,248.0,1950-07-14,
333,4750,33,1930-04-14,1930-04-15,user_4750_33,pwd1719,549,Lisainfo isikule 4750,118,,,,,user_4750_33@domain.ee,134.0,1927-03-03,,,
334,4818,5,1997-01-24,1997-01-29,user_4818_5,pwd5295,549,Lisainfo isikule 4818,168,,,,,user_4818_5@domain.ee,202.0,1923-11-02,,,
335,4819,50,1920-10-14,1920-10-17,user_4819_50,pwd8317,550,Lisainfo isikule 4819,38,,,,,user_4819_50@domain.ee,166.0,1901-03-22,340.0,1905-04-20,
336,4838,9,1980-01-24,1980-01-29,user_4838_9,pwd7413,549,Lisainfo isikule 4838,116,,,,,user_4838_9@domain.ee,54.0,1941-03-27,,,
337,4845,3,1966-02-05,1966-02-11,user_4845_3,pwd5975,549,Lisainfo isikule 4845,76,,,,,user_4845_3@domain.ee,16.0,1923-05-14,,,
338,4862,39,1991-03-03,1991-03-03,user_4862_39,pwd9043,549,Lisainfo isikule 4862,31,,,,,user_4862_39@domain.ee,56.0,1971-07-08,295.0,2015-08-16,
339,4872,19,1992-06-14,1992-06-14,user_4872_19,pwd5691,550,Lisainfo isikule 4872,192,,,,,user_4872_19@domain.ee,218.0,1924-04-28,134.0,1924-09-01,
340,4902,37,1901-09-29,1901-10-02,user_4902_37,pwd9739,549,Lisainfo isikule 4902,122,,,,,user_4902_37@domain.ee,,1900-05-04,,,
341,4905,10,2022-11-04,2022-11-07,user_4905_10,pwd4180,549,Lisainfo isikule 4905,14,,,,,user_4905_10@domain.ee,54.0,1941-03-27,,,
342,4929,2,1901-10-03,1901-10-08,user_4929_2,pwd2727,549,Lisainfo isikule 4929,63,,,,,user_4929_2@domain.ee,207.0,1901-03-28,,,
343,4955,6,2002-06-28,2002-06-28,user_4955_6,pwd5432,549,Lisainfo isikule 4955,141,,,,,user_4955_6@domain.ee,322.0,1992-05-19,,,
344,4985,9,1997-11-15,1997-11-22,user_4985_9,pwd8577,549,Lisainfo isikule 4985,58,,,,,user_4985_9@domain.ee,16.0,1924-10-14,,,
345,4988,9,1923-11-24,1923-12-01,user_4988_9,pwd3347,549,Lisainfo isikule 4988,133,,,,,user_4988_9@domain.ee,328.0,1910-07-22,,,
346,4997,33,2003-03-08,2003-03-14,user_4997_33,pwd2542,549,Lisainfo isikule 4997,161,,,,,user_4997_33@domain.ee,75.0,1906-12-31,81.0,1912-08-07,
