DokID,KdIDDokumendiLiik,DokNumber,DokSeeria,DokValjaantudKpv,DokKehtivKuniKpv,DokKehtetuAlatesKpv,AsIDValjaandjaAsutus,KaIDKanne,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,KdIDDokumendiStaatus,DokIDVanem,DokKehtivAlates,KdIDRiik,DokAsutuseTekst,AsIDHaldaja,DokMarkus,DokValjastajaIsikukood,DokValjastajaNimi,MKaID,DokSkaneeritud,AsIDAsutusTellija,LRProtseduurKirjeldus,DokSalastatud,KdIDDokAlguseAlus,AsID
7473,562,ELUKOHATEADE-0007472,S-773,1990-01-01 00:00:00.000000,,,13,,34.0,1990-01-01,179.0,1998-03-21 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,28,,,,,,,,,,2
7474,562,ELUKOHATEADE-0007473,S-977,2007-11-04 00:00:00.000000,,,12,,208.0,1996-06-21,54.0,2022-12-27 00:00:00.000000,,549,,2007-11-04 00:00:00.000000,,,40,,,,,,,,,,2
7475,562,ELUKOHATEADE-0007474,S-541,2007-11-04 00:00:00.000000,,,38,,108.0,1990-01-21,332.0,2005-01-25 00:00:00.000000,,549,,2007-11-04 00:00:00.000000,,,49,,,,,,,,,,31
7476,562,ELUKOHATEADE-0007475,S-174,1990-01-01 00:00:00.000000,1991-01-02 00:00:00,1991-01-02 00:00:00,41,,34.0,1990-01-01,108.0,1991-01-02 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,19,,,,,,,,,,2
7477,562,ELUKOHATEADE-0007476,S-873,1991-01-03 00:00:00.000000,2006-05-30 00:00:00,2006-05-30 00:00:00,26,,280.0,1990-07-11,184.0,2006-05-30 00:00:00.000000,,550,,1991-01-03 00:00:00.000000,,,37,,,,,,,,,,31
7478,562,ELUKOHATEADE-0007477,S-945,2006-05-31 00:00:00.000000,,,30,,279.0,1996-09-14,102.0,2007-11-18 00:00:00.000000,,549,,2006-05-31 00:00:00.000000,,,50,,,,,,,,,,50
7479,562,ELUKOHATEADE-0007478,S-728,1990-01-01 00:00:00.000000,1991-01-02 00:00:00,1992-02-03 00:00:00,20,,34.0,1990-01-01,49.0,1992-02-03 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,16,,,,,,,,,,2
7480,562,ELUKOHATEADE-0007479,S-606,1991-01-03 00:00:00.000000,2006-05-30 00:00:00,2006-05-30 00:00:00,35,,265.0,1990-12-11,184.0,2006-05-30 00:00:00.000000,,550,,1991-01-03 00:00:00.000000,,,46,,,,,,,,,,7
7481,562,ELUKOHATEADE-0007480,S-696,2006-05-31 00:00:00.000000,,,1,,140.0,2003-11-27,146.0,2015-11-26 00:00:00.000000,,549,,2006-05-31 00:00:00.000000,,,29,,,,,,,,,,4
7482,562,ELUKOHATEADE-0007481,S-839,1990-01-01 00:00:00.000000,2020-03-09 00:00:00,2020-03-09 00:00:00,14,,34.0,1990-01-01,318.0,2020-03-09 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,7,,,,,,,,,,2
7483,562,ELUKOHATEADE-0007482,S-671,2020-03-10 00:00:00.000000,2020-11-29 00:00:00,2023-09-22 00:00:00,14,,48.0,2009-12-16,41.0,2023-09-22 00:00:00.000000,,550,,2020-03-10 00:00:00.000000,,,21,,,,,,,,,,38
7484,562,ELUKOHATEADE-0007483,S-933,2020-11-30 00:00:00.000000,,,1,,271.0,2016-02-15,196.0,2017-09-13 00:00:00.000000,,549,,2020-11-30 00:00:00.000000,,,42,,,,,,,,,,25
7485,562,ELUKOHATEADE-0007484,S-262,1990-01-01 00:00:00.000000,1990-11-04 00:00:00,1990-11-04 00:00:00,24,,34.0,1990-01-01,85.0,1990-11-04 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,27,,,,,,,,,,2
7486,562,ELUKOHATEADE-0007485,S-288,1990-11-05 00:00:00.000000,2009-10-12 19:46:15.045953,2009-10-12 19:46:15.045953,8,,51.0,1990-05-15,166.0,2009-10-12 19:46:15.045953,,550,,1990-11-05 00:00:00.000000,,,46,,,,,,,,,,46
7487,562,ELUKOHATEADE-0007486,S-572,1990-01-01 00:00:00.000000,2003-09-22 00:00:00,2016-11-04 00:00:00,38,,34.0,1990-01-01,189.0,1992-09-12 00:00:00.000000,1992-09-12,550,,1990-01-01 00:00:00.000000,,,13,,,,,,,,,,2
7488,562,ELUKOHATEADE-0007487,S-998,2003-09-23 00:00:00.000000,2020-11-25 00:00:00,2020-11-25 00:00:00,42,,126.0,1992-04-14,8.0,2020-11-25 00:00:00.000000,,550,,2003-09-23 00:00:00.000000,,,2,,,,,,,,,,34
7489,562,ELUKOHATEADE-0007488,S-778,2020-11-26 00:00:00.000000,,,10,,255.0,1997-11-02,130.0,2022-04-08 00:00:00.000000,,549,,2020-11-26 00:00:00.000000,,,36,,,,,,,,,,36
7490,562,ELUKOHATEADE-0007489,S-592,1990-01-01 00:00:00.000000,1990-02-13 00:00:00,1990-02-13 00:00:00,26,,34.0,1990-01-01,38.0,1990-02-13 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,12,,,,,,,,,,2
7491,562,ELUKOHATEADE-0007490,S-283,1990-02-14 00:00:00.000000,2002-01-14 00:00:00,2002-01-14 00:00:00,7,,277.0,1990-02-14,37.0,2002-01-14 00:00:00.000000,,550,,1990-02-14 00:00:00.000000,,,18,,,,,,,,,,20
7492,562,ELUKOHATEADE-0007491,S-181,2002-01-15 00:00:00.000000,,,45,,319.0,1997-10-03,164.0,2015-01-21 00:00:00.000000,,549,,2002-01-15 00:00:00.000000,,,19,,,,,,,,,,32
7493,562,ELUKOHATEADE-0007492,S-623,1990-01-01 00:00:00.000000,1995-08-10 00:00:00,1995-08-10 00:00:00,27,,34.0,1990-01-01,37.0,1995-08-10 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,45,,,,,,,,,,2
7494,562,ELUKOHATEADE-0007493,S-839,1995-08-11 00:00:00.000000,,,44,,77.0,1992-10-30,24.0,2009-12-26 00:00:00.000000,,549,,1995-08-11 00:00:00.000000,,,35,,,,,,,,,,9
7495,562,ELUKOHATEADE-0007494,S-355,1990-01-01 00:00:00.000000,2005-07-15 19:46:15.045953,2005-07-15 19:46:15.045953,6,,34.0,1990-01-01,306.0,2005-07-15 19:46:15.045953,,550,,1990-01-01 00:00:00.000000,,,39,,,,,,,,,,2
7496,562,ELUKOHATEADE-0007495,S-654,1999-12-04 19:46:15.045953,2000-10-13 00:00:00,2000-10-13 00:00:00,12,,225.0,1997-10-14,197.0,2000-10-13 00:00:00.000000,,550,,1999-12-04 19:46:15.045953,,,43,,,,,,,,,,14
7497,562,ELUKOHATEADE-0007496,S-838,2017-08-13 00:00:00.000000,2007-08-28 19:46:15.045953,2007-08-28 19:46:15.045953,13,,91.0,2000-07-27,39.0,2007-08-28 19:46:15.045953,,550,,2000-10-14 00:00:00.000000,,,32,,,,,,,,,,46
7498,562,ELUKOHATEADE-0007497,S-266,1999-10-21 00:00:00.000000,2000-10-13 00:00:00,2000-10-13 00:00:00,4,,262.0,1993-10-11,197.0,2000-10-13 00:00:00.000000,,550,,1999-12-04 19:46:15.045953,,,43,,,,,,,,,,3
7499,562,ELUKOHATEADE-0007498,S-150,1998-02-28 00:00:00.000000,2007-08-28 19:46:15.045953,2007-08-28 19:46:15.045953,28,,338.0,1993-01-12,39.0,2007-08-28 19:46:15.045953,,550,,2000-10-14 00:00:00.000000,,,32,,,,,,,,,,39
7500,562,ELUKOHATEADE-0007499,S-835,1990-01-01 00:00:00.000000,2003-11-11 00:00:00,2004-04-17 00:00:00,34,,34.0,1990-01-01,12.0,2004-04-17 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,27,,,,,,,,,,2
7501,562,ELUKOHATEADE-0007500,S-216,2003-11-12 00:00:00.000000,,,20,,323.0,1998-05-23,195.0,2004-11-02 00:00:00.000000,,549,,2003-11-12 00:00:00.000000,,,20,,,,,,,,,,40
7502,562,ELUKOHATEADE-0007501,S-715,2014-06-08 00:00:00.000000,2019-11-03 00:00:00,2019-11-03 00:00:00,34,,87.0,2005-06-07,185.0,2019-11-03 00:00:00.000000,,550,,2018-10-26 19:46:15.045953,,,46,,,,,,,,,,31
7503,562,ELUKOHATEADE-0007502,S-449,2019-11-04 00:00:00.000000,2020-01-20 00:00:00,2020-01-20 00:00:00,11,,39.0,2011-11-19,308.0,2020-01-20 00:00:00.000000,,550,,2019-11-04 00:00:00.000000,,,11,,,,,,,,,,12
7504,562,ELUKOHATEADE-0007503,S-637,2020-01-21 00:00:00.000000,2022-07-10 19:46:15.045953,2022-07-10 19:46:15.045953,43,,235.0,2019-04-27,50.0,2022-07-10 19:46:15.045953,,550,,2020-01-21 00:00:00.000000,,,5,,,,,,,,,,33
7505,562,ELUKOHATEADE-0007504,S-472,2016-01-21 00:00:00.000000,2019-11-03 00:00:00,2019-11-03 00:00:00,22,,201.0,2014-01-23,185.0,2019-11-03 00:00:00.000000,,550,,2018-10-26 19:46:15.045953,,,27,,,,,,,,,,4
7506,562,ELUKOHATEADE-0007505,S-587,2019-11-04 00:00:00.000000,2020-01-20 00:00:00,2020-01-20 00:00:00,43,,3.0,1990-10-17,308.0,2020-01-20 00:00:00.000000,,550,,2019-11-04 00:00:00.000000,,,30,,,,,,,,,,42
7507,562,ELUKOHATEADE-0007506,S-960,2020-01-21 00:00:00.000000,2022-07-10 19:46:15.045953,2022-07-10 19:46:15.045953,24,,169.0,2016-02-10,50.0,2022-07-10 19:46:15.045953,,550,,2020-01-21 00:00:00.000000,,,2,,,,,,,,,,32
7508,562,ELUKOHATEADE-0007507,S-366,2013-02-13 00:00:00.000000,,,23,,34.0,1990-01-01,263.0,1991-12-29 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,35,,,,,,,,,,2
7509,562,ELUKOHATEADE-0007508,S-286,1990-01-01 00:00:00.000000,2018-03-05 00:00:00,2018-03-05 00:00:00,14,,34.0,1990-01-01,76.0,2018-03-05 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,6,,,,,,,,,,2
7510,562,ELUKOHATEADE-0007509,S-298,2018-03-06 00:00:00.000000,,,44,,166.0,1999-07-29,75.0,2022-12-06 00:00:00.000000,,549,,2018-03-06 00:00:00.000000,,,9,,,,,,,,,,34
7511,562,ELUKOHATEADE-0007510,S-707,1990-01-01 00:00:00.000000,2018-08-16 00:00:00,2018-08-16 00:00:00,29,,34.0,1990-01-01,75.0,2018-08-16 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,14,,,,,,,,,,2
7512,562,ELUKOHATEADE-0007511,S-886,2018-08-17 00:00:00.000000,2019-11-14 00:00:00,2019-11-14 00:00:00,2,,315.0,2007-12-18,262.0,2019-11-14 00:00:00.000000,,550,,2018-08-17 00:00:00.000000,,,5,,,,,,,,,,22
7513,562,ELUKOHATEADE-0007512,S-735,2019-11-15 00:00:00.000000,,,20,,231.0,2009-12-11,272.0,2020-06-12 00:00:00.000000,,549,,2019-11-15 00:00:00.000000,,,44,,,,,,,,,,23
7514,562,ELUKOHATEADE-0007513,S-730,2020-07-11 19:46:15.045953,,,42,,110.0,2001-06-01,134.0,2001-10-31 00:00:00.000000,,549,,2020-07-11 19:46:15.045953,,,35,,,,,,,,,,29
7515,562,ELUKOHATEADE-0007514,S-191,1990-01-01 00:00:00.000000,2020-01-12 00:00:00,2020-01-12 00:00:00,24,,34.0,1990-01-01,148.0,2020-01-12 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,31,,,,,,,,,,2
7516,562,ELUKOHATEADE-0007515,S-515,2020-01-13 00:00:00.000000,,,5,,13.0,2001-01-06,219.0,2017-01-27 00:00:00.000000,,549,,2020-01-13 00:00:00.000000,,,37,,,,,,,,,,24
7517,562,ELUKOHATEADE-0007516,S-289,2004-07-04 00:00:00.000000,,,7,,34.0,1990-01-01,294.0,2011-02-05 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,49,,,,,,,,,,2
7518,562,ELUKOHATEADE-0007517,S-631,2004-04-30 00:00:00.000000,2011-12-15 00:00:00,2011-12-15 00:00:00,49,,21.0,2001-03-14,330.0,2011-12-15 00:00:00.000000,,550,,2004-04-30 00:00:00.000000,,,39,,,,,,,,,,8
7519,562,ELUKOHATEADE-0007518,S-893,2011-12-16 00:00:00.000000,,,10,,195.0,1999-01-10,172.0,1999-04-07 00:00:00.000000,,549,,2011-12-16 00:00:00.000000,,,46,,,,,,,,,,24
7520,562,ELUKOHATEADE-0007519,S-601,2004-04-30 00:00:00.000000,2011-12-15 00:00:00,2011-12-15 00:00:00,44,,218.0,1990-07-28,330.0,2011-12-15 00:00:00.000000,,550,,2004-04-30 00:00:00.000000,,,26,,,,,,,,,,13
7521,562,ELUKOHATEADE-0007520,S-636,2011-12-16 00:00:00.000000,,,33,,222.0,1992-04-05,320.0,2002-05-21 00:00:00.000000,,549,,2011-12-16 00:00:00.000000,,,21,,,,,,,,,,39
7522,562,ELUKOHATEADE-0007521,S-966,1990-01-01 00:00:00.000000,2017-08-15 00:00:00,2017-08-15 00:00:00,13,,34.0,1990-01-01,71.0,2017-08-15 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,17,,,,,,,,,,2
7523,562,ELUKOHATEADE-0007522,S-445,2017-08-16 00:00:00.000000,,,42,,222.0,2009-08-30,114.0,2018-02-03 00:00:00.000000,,549,,2017-08-16 00:00:00.000000,,,33,,,,,,,,,,39
7524,562,ELUKOHATEADE-0007523,S-226,1990-01-01 00:00:00.000000,2010-08-20 00:00:00,2010-08-20 00:00:00,23,,34.0,1990-01-01,59.0,2010-08-20 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,1,,,,,,,,,,2
7525,562,ELUKOHATEADE-0007524,S-151,2010-08-21 00:00:00.000000,2016-03-06 19:46:15.045953,2016-03-06 19:46:15.045953,4,,19.0,2000-12-18,2.0,2016-03-06 19:46:15.045953,,550,,2010-08-21 00:00:00.000000,,,11,,,,,,,,,,22
7526,562,ELUKOHATEADE-0007525,S-596,2003-11-29 19:46:15.045953,,,29,,249.0,1998-12-04,94.0,2001-04-17 00:00:00.000000,,549,,2003-11-29 19:46:15.045953,,,27,,,,,,,,,,50
7527,562,ELUKOHATEADE-0007526,S-242,2003-11-29 19:46:15.045953,,,35,,174.0,1997-01-14,15.0,2021-04-15 00:00:00.000000,,549,,2003-11-29 19:46:15.045953,,,4,,,,,,,,,,15
7528,562,ELUKOHATEADE-0007527,S-249,1990-01-01 00:00:00.000000,,,32,,34.0,1990-01-01,234.0,2023-08-01 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,16,,,,,,,,,,2
7529,562,ELUKOHATEADE-0007528,S-629,2000-08-09 00:00:00.000000,2017-11-21 00:00:00,2017-11-21 00:00:00,3,,330.0,1994-10-04,282.0,2017-11-21 00:00:00.000000,,550,,2000-08-09 00:00:00.000000,,,47,,,,,,,,,,41
7530,562,ELUKOHATEADE-0007529,S-639,2024-09-04 00:00:00.000000,,,28,,54.0,2005-10-31,250.0,2017-07-19 00:00:00.000000,,549,,2017-11-22 00:00:00.000000,,,37,,,,,,,,,,35
7531,562,ELUKOHATEADE-0007530,S-103,1990-01-01 00:00:00.000000,2011-11-02 00:00:00,2011-11-02 00:00:00,37,,34.0,1990-01-01,145.0,2011-11-02 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,6,,,,,,,,,,2
7532,562,ELUKOHATEADE-0007531,S-184,2011-11-03 00:00:00.000000,,,47,,45.0,1997-12-26,316.0,2019-01-22 00:00:00.000000,,549,,2011-11-03 00:00:00.000000,,,11,,,,,,,,,,36
7533,562,ELUKOHATEADE-0007532,S-253,2008-04-13 00:00:00.000000,2019-04-02 00:00:00,2019-04-02 00:00:00,32,,291.0,1992-11-15,252.0,1993-10-08 00:00:00.000000,1993-10-08,550,,2008-04-13 00:00:00.000000,,,13,,,,,,,,,,26
7534,562,ELUKOHATEADE-0007533,S-571,2019-04-03 00:00:00.000000,2022-10-09 19:46:15.045953,2022-10-09 19:46:15.045953,41,,33.0,2002-02-12,74.0,2022-10-09 19:46:15.045953,,550,,2019-04-03 00:00:00.000000,,,38,,,,,,,,,,44
7535,562,ELUKOHATEADE-0007534,S-882,2010-02-20 00:00:00.000000,2019-04-02 00:00:00,2019-04-02 00:00:00,38,,66.0,1994-10-17,4.0,2019-04-02 00:00:00.000000,,550,,2008-04-13 00:00:00.000000,,,19,,,,,,,,,,39
7536,562,ELUKOHATEADE-0007535,S-573,2019-04-03 00:00:00.000000,2022-10-09 19:46:15.045953,2022-10-09 19:46:15.045953,10,,143.0,1998-09-12,74.0,2022-10-09 19:46:15.045953,,550,,2019-04-03 00:00:00.000000,,,22,,,,,,,,,,13
7537,562,ELUKOHATEADE-0007536,S-811,1990-01-01 00:00:00.000000,1998-07-03 00:00:00,1998-07-03 00:00:00,7,,34.0,1990-01-01,164.0,1998-07-03 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,38,,,,,,,,,,2
7538,562,ELUKOHATEADE-0007537,S-679,1998-07-04 00:00:00.000000,,,10,,302.0,1993-06-23,297.0,2016-05-04 00:00:00.000000,,549,,1998-07-04 00:00:00.000000,,,50,,,,,,,,,,42
7539,562,ELUKOHATEADE-0007538,S-132,1990-01-01 00:00:00.000000,2000-03-03 00:00:00,2015-02-22 00:00:00,12,,34.0,1990-01-01,308.0,2015-02-22 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,31,,,,,,,,,,2
7540,562,ELUKOHATEADE-0007539,S-820,2024-11-14 00:00:00.000000,2009-04-05 00:00:00,2009-04-05 00:00:00,48,,108.0,1998-02-26,201.0,2009-04-05 00:00:00.000000,,550,,2000-03-04 00:00:00.000000,,,3,,,,,,,,,,31
7541,562,ELUKOHATEADE-0007540,S-895,2009-04-06 00:00:00.000000,,,34,,72.0,2005-07-30,105.0,2024-06-11 00:00:00.000000,,549,,2009-04-06 00:00:00.000000,,,16,,,,,,,,,,13
7542,562,ELUKOHATEADE-0007541,S-302,1992-11-18 19:46:15.045953,2022-03-10 19:46:15.045953,2022-03-10 19:46:15.045953,39,,31.0,1990-01-23,132.0,2022-03-10 19:46:15.045953,,550,,1992-11-18 19:46:15.045953,,,25,,,,,,,,,,3
7543,562,ELUKOHATEADE-0007542,S-569,1990-01-01 00:00:00.000000,2020-03-19 00:00:00,2020-03-19 00:00:00,7,,34.0,1990-01-01,218.0,2020-03-19 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,12,,,,,,,,,,2
7544,562,ELUKOHATEADE-0007543,S-331,2020-03-20 00:00:00.000000,,,37,,295.0,2009-08-08,99.0,2019-11-09 00:00:00.000000,,549,,2020-03-20 00:00:00.000000,,,9,,,,,,,,,,9
7545,562,ELUKOHATEADE-0007544,S-481,1992-02-13 00:00:00.000000,1996-11-17 00:00:00,1996-11-17 00:00:00,2,,135.0,1990-06-28,340.0,1996-11-17 00:00:00.000000,,550,,1991-08-29 19:46:15.045953,,,47,,,,,,,,,,25
7546,562,ELUKOHATEADE-0007545,S-237,1996-11-18 00:00:00.000000,1998-01-04 00:00:00,1998-01-04 00:00:00,28,,176.0,1992-08-29,23.0,1998-01-04 00:00:00.000000,,550,,1996-11-18 00:00:00.000000,,,28,,,,,,,,,,20
7547,562,ELUKOHATEADE-0007546,S-137,1998-01-05 00:00:00.000000,,,12,,20.0,1997-12-08,4.0,2023-04-06 00:00:00.000000,,549,,1998-01-05 00:00:00.000000,,,40,,,,,,,,,,10
7548,562,ELUKOHATEADE-0007547,S-667,1990-01-01 00:00:00.000000,,,6,,34.0,1990-01-01,305.0,2010-09-04 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,11,,,,,,,,,,2
7549,562,ELUKOHATEADE-0007548,S-909,2019-11-21 00:00:00.000000,2007-07-06 00:00:00,2007-07-06 00:00:00,46,,34.0,1990-01-01,325.0,2003-10-16 00:00:00.000000,2003-10-16,550,,1990-01-01 00:00:00.000000,,,38,,,,,,,,,,2
7550,562,ELUKOHATEADE-0007549,S-700,2007-07-07 00:00:00.000000,2020-08-05 00:00:00,2020-08-05 00:00:00,11,,171.0,1994-05-26,248.0,2020-08-05 00:00:00.000000,,550,,2007-07-07 00:00:00.000000,,,50,,,,,,,,,,20
7551,562,ELUKOHATEADE-0007550,S-153,2020-08-06 00:00:00.000000,,,3,,252.0,2018-02-09,217.0,2021-11-17 00:00:00.000000,,549,,2020-08-06 00:00:00.000000,,,15,,,,,,,,,,12
7552,562,ELUKOHATEADE-0007551,S-659,2015-04-08 00:00:00.000000,1997-02-19 00:00:00,1997-02-19 00:00:00,13,,34.0,1990-01-01,198.0,1997-02-19 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,20,,,,,,,,,,2
7553,562,ELUKOHATEADE-0007552,S-202,1997-02-20 00:00:00.000000,,,43,,153.0,1996-02-17,328.0,2016-05-03 00:00:00.000000,,549,,1997-02-20 00:00:00.000000,,,8,,,,,,,,,,30
7554,562,ELUKOHATEADE-0007553,S-211,1990-01-01 00:00:00.000000,,,13,,34.0,1990-01-01,153.0,2019-04-17 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,38,,,,,,,,,,2
7555,562,ELUKOHATEADE-0007554,S-250,1990-01-01 00:00:00.000000,2003-09-25 00:00:00,2003-09-25 00:00:00,32,,34.0,1990-01-01,29.0,2003-09-25 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,48,,,,,,,,,,2
7556,562,ELUKOHATEADE-0007555,S-255,2003-09-26 00:00:00.000000,2020-09-27 00:00:00,2020-09-27 00:00:00,1,,325.0,1996-02-14,270.0,2020-09-27 00:00:00.000000,,550,,2003-09-26 00:00:00.000000,,,10,,,,,,,,,,33
7557,562,ELUKOHATEADE-0007556,S-987,2020-09-28 00:00:00.000000,,,46,,107.0,1998-02-11,55.0,2020-09-13 00:00:00.000000,,549,,2020-09-28 00:00:00.000000,,,14,,,,,,,,,,1
7558,562,ELUKOHATEADE-0007557,S-194,1990-01-01 00:00:00.000000,2002-07-27 00:00:00,2002-07-27 00:00:00,18,,34.0,1990-01-01,61.0,2002-07-27 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,2,,,,,,,,,,2
7559,562,ELUKOHATEADE-0007558,S-879,2002-07-28 00:00:00.000000,,,20,,89.0,2001-12-09,11.0,2009-07-14 00:00:00.000000,,549,,2002-07-28 00:00:00.000000,,,32,,,,,,,,,,38
7560,562,ELUKOHATEADE-0007559,S-575,1990-01-01 00:00:00.000000,2005-05-15 00:00:00,2005-05-15 00:00:00,15,,34.0,1990-01-01,146.0,2005-05-15 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,22,,,,,,,,,,2
7561,562,ELUKOHATEADE-0007560,S-876,2005-05-16 00:00:00.000000,2010-03-02 00:00:00,2010-03-02 00:00:00,19,,144.0,1997-08-01,21.0,2010-03-02 00:00:00.000000,,550,,2005-05-16 00:00:00.000000,,,49,,,,,,,,,,22
7562,562,ELUKOHATEADE-0007561,S-915,2010-03-03 00:00:00.000000,,,30,,51.0,2004-07-14,230.0,2008-11-07 00:00:00.000000,,549,,2010-03-03 00:00:00.000000,,,25,,,,,,,,,,46
7563,562,ELUKOHATEADE-0007562,S-168,2015-10-29 19:46:15.045953,,,47,,146.0,1999-09-16,117.0,2008-03-29 00:00:00.000000,,549,,2015-10-29 19:46:15.045953,,,13,,,,,,,,,,40
7564,562,ELUKOHATEADE-0007563,S-541,1990-01-01 00:00:00.000000,2009-03-28 00:00:00,2009-03-28 00:00:00,3,,34.0,1990-01-01,336.0,2009-03-28 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,20,,,,,,,,,,2
7565,562,ELUKOHATEADE-0007564,S-776,2004-12-15 00:00:00.000000,2015-12-28 00:00:00,2015-12-28 00:00:00,42,,313.0,2001-02-20,297.0,2015-12-28 00:00:00.000000,,550,,2009-03-29 00:00:00.000000,,,40,,,,,,,,,,22
7566,562,ELUKOHATEADE-0007565,S-582,2015-12-29 00:00:00.000000,,,29,,47.0,1996-01-14,147.0,2016-03-12 00:00:00.000000,,549,,2015-12-29 00:00:00.000000,,,24,,,,,,,,,,31
7567,562,ELUKOHATEADE-0007566,S-203,2019-09-11 00:00:00.000000,,,28,,219.0,1998-11-24,213.0,2009-04-16 00:00:00.000000,,549,,2019-09-11 00:00:00.000000,,,22,,,,,,,,,,21
7568,562,ELUKOHATEADE-0007567,S-570,2011-06-24 00:00:00.000000,,,3,,150.0,1992-09-04,124.0,2004-10-10 00:00:00.000000,,549,,2019-09-11 00:00:00.000000,,,12,,,,,,,,,,29
7569,562,ELUKOHATEADE-0007568,S-899,1990-01-01 00:00:00.000000,,,28,,34.0,1990-01-01,250.0,1993-10-15 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,36,,,,,,,,,,2
7570,562,ELUKOHATEADE-0007569,S-303,1990-01-01 00:00:00.000000,1999-04-16 00:00:00,1999-04-16 00:00:00,27,,34.0,1990-01-01,7.0,1999-04-16 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,38,,,,,,,,,,2
7571,562,ELUKOHATEADE-0007570,S-673,1999-04-17 00:00:00.000000,1999-07-19 00:00:00,1999-07-19 00:00:00,4,,121.0,1994-06-06,239.0,1999-07-19 00:00:00.000000,,550,,1999-04-17 00:00:00.000000,,,24,,,,,,,,,,46
7572,562,ELUKOHATEADE-0007571,S-789,1999-07-20 00:00:00.000000,,,26,,54.0,1990-07-09,119.0,2019-08-05 00:00:00.000000,,549,,1999-07-20 00:00:00.000000,,,15,,,,,,,,,,35
7573,562,ELUKOHATEADE-0007572,S-901,2005-02-26 19:46:15.045953,,,6,,190.0,1999-10-08,257.0,2012-01-17 00:00:00.000000,,549,,2005-02-26 19:46:15.045953,,,21,,,,,,,,,,42
7574,562,ELUKOHATEADE-0007573,S-295,2005-02-26 19:46:15.045953,,,43,,70.0,2004-11-01,24.0,2011-11-08 00:00:00.000000,,549,,2005-02-26 19:46:15.045953,,,34,,,,,,,,,,28
7575,562,ELUKOHATEADE-0007574,S-575,2006-12-04 00:00:00.000000,,,11,,16.0,2006-08-10,297.0,2017-05-15 00:00:00.000000,,549,,2006-12-04 00:00:00.000000,,,24,,,,,,,,,,36
7576,562,ELUKOHATEADE-0007575,S-265,1990-01-01 00:00:00.000000,2015-10-05 19:46:15.045953,2015-10-05 19:46:15.045953,46,,34.0,1990-01-01,25.0,2015-10-05 19:46:15.045953,,550,,1990-01-01 00:00:00.000000,,,37,,,,,,,,,,2
7577,562,ELUKOHATEADE-0007576,S-535,1990-01-01 00:00:00.000000,2015-10-05 19:46:15.045953,2015-10-05 19:46:15.045953,34,,34.0,1990-01-01,25.0,2015-10-05 19:46:15.045953,,550,,1990-01-01 00:00:00.000000,,,23,,,,,,,,,,2
7578,562,ELUKOHATEADE-0007577,S-331,1990-01-01 00:00:00.000000,1996-08-10 00:00:00,1996-08-10 00:00:00,38,,34.0,1990-01-01,48.0,1996-08-10 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,2,,,,,,,,,,2
7579,562,ELUKOHATEADE-0007578,S-540,1996-08-11 00:00:00.000000,,,38,,233.0,1995-10-16,41.0,2024-01-14 00:00:00.000000,,549,,1996-08-11 00:00:00.000000,,,42,,,,,,,,,,34
7580,562,ELUKOHATEADE-0007579,S-335,2010-06-27 00:00:00.000000,,,42,,181.0,2004-09-24,207.0,2019-09-03 00:00:00.000000,,549,,2011-11-19 19:46:15.045953,,,34,,,,,,,,,,28
7581,562,ELUKOHATEADE-0007580,S-473,2012-11-10 00:00:00.000000,2015-10-06 00:00:00,2015-10-06 00:00:00,45,,108.0,1991-01-02,170.0,2015-10-06 00:00:00.000000,,550,,2011-01-12 19:46:15.045953,,,21,,,,,,,,,,31
