IsID,IsIsikukood,IsEesnimi,IsPerenimi,IsSurmaaeg,KdIDHaridus,KdIDEmakeel,KdIDRahvus,KdIDPerekonnaseis,KdIDKodakondsus,IsIsanimi,IsSynnijargneNimi,KdIDIsikuStaatus,KdIDKirjeStaatus,KdIDPohjus,KdIDSugu,isSynniaeg,IsSaabusEesti,IsLahkusEestist,IsSaabusKOViKpv,AKpID,IsEesnimiEri,IsPerenimiEri,IdKiht,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
4572,34903122145,Aleksandr,Alekseev,,25,100,100,,100,Kristjan,Aleksandr,532,537,,MEES,1949-03-12 22:02:37.054267,,,2011-02-13 00:00:00.000000,321.0,Aleksandr,Alekseev,,1022.0,1949-03-12 22:02:37.054267,3531.0,1963-05-04 22:02:37.054267,,50
4573,51404036112,Maksim,Karpov,,4,108,108,,108,Marko,Maksim,532,537,,MEES,2014-04-03 22:02:37.054267,2016-11-23 22:02:37.054267,,2007-01-08 22:02:37.054267,784.0,Maksim,Karpov,,587.0,2014-04-03 22:02:37.054267,,,,17
4574,36702274362,Jüri,Laanemets,1987-02-12 22:02:37.054267,19,100,100,,100,Tõnu,Jüri,533,539,,MEES,1967-02-27 22:02:37.054267,,,,321.0,Jüri,Laanemets,,5188.0,1967-02-27 22:02:37.054267,,,,24
4575,33206216670,Peeter,Ivanov,,22,106,106,,106,Siim,Peeter,532,537,,MEES,1932-06-21 22:02:37.054267,1965-03-20 22:02:37.054267,,2001-01-13 00:00:00.000000,719.0,Peeter,Ivanov,,3980.0,1932-06-21 22:02:37.054267,,,,35
4576,48809151422,Olga,Viks,,14,52,52,,52,Viktor,Olga,532,537,,NAINE,1988-09-15 22:02:37.054267,2017-05-22 22:02:37.054267,,2017-05-22 22:02:37.054267,784.0,Olga,Viks,,946.0,1988-09-15 22:02:37.054267,3775.0,2008-04-16 22:02:37.054267,,29
4577,45210063621,Tamara,Bondarenko,,25,218,218,,218,Dmitri,Tamara,532,537,,NAINE,1952-10-06 22:02:37.054267,1959-02-13 22:02:37.054267,,2015-09-16 00:00:00.000000,903.0,Tamara,Bondarenko,,2077.0,1952-10-06 22:02:37.054267,2306.0,1960-08-18 22:02:37.054267,,11
4578,60001189156,Triin,Sulg,,25,109,109,,109,Dmitri,Triin,532,537,,NAINE,2000-01-18 22:02:37.054267,2004-12-14 22:02:37.054267,2007-09-06 22:02:37.054267,2004-12-14 22:02:37.054267,431.0,Triin,Sulg,,6594.0,2000-01-18 22:02:37.054267,,,,8
4579,39408179746,Jevgeni,Ruus,,31,100,100,,100,Tarmo,Jevgeni,532,537,,MEES,1994-08-17 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Jevgeni,Ruus,,2989.0,1994-08-17 22:02:37.054267,2872.0,2018-02-28 22:02:37.054267,,12
4580,47705142486,Katrin,Lääts,,22,100,100,,100,Andrei,Katrin,532,537,,NAINE,1977-05-14 22:02:37.054267,,,1990-01-01 00:00:00.000000,624.0,Katrin,Lääts,,3438.0,1977-05-14 22:02:37.054267,,,,10
4581,39908251347,Juri,Mark,,14,245,245,,245,Marek,Juri,532,537,,MEES,1999-08-25 22:02:37.054267,2014-08-17 22:02:37.054267,,2014-08-17 22:02:37.054267,291.0,Juri,Mark,,2465.0,1999-08-25 22:02:37.054267,,,,32
4582,60901107332,Maria,Palu,,14,44,44,,44,Ivan,Maria,532,537,,NAINE,2009-01-10 22:02:37.054267,2009-05-15 22:02:37.054267,,2016-11-11 00:00:00.000000,624.0,Maria,Palu,,1727.0,2009-01-10 22:02:37.054267,6826.0,2020-01-10 22:02:37.054267,,17
4583,43910217499,Diana,Kaljuste,1976-08-15 22:02:37.054267,31,100,100,,100,Andrei,Diana,533,539,,NAINE,1939-10-21 22:02:37.054267,,,,784.0,Diana,Kaljuste,,4515.0,1939-10-21 22:02:37.054267,2354.0,2009-02-03 22:02:37.054267,,50
4584,47212291928,Jekaterina,Jalakas,,31,100,100,,100,Jüri,Jekaterina,532,537,,NAINE,1972-12-29 22:02:37.054267,,,,689.0,Jekaterina,Jalakas,,6099.0,1972-12-29 22:02:37.054267,3619.0,1998-12-27 22:02:37.054267,,37
4585,60909136815,Maie,Maidla,,4,145,145,,145,Jaan,Maie,532,537,,NAINE,2009-09-13 22:02:37.054267,2021-05-04 22:02:37.054267,,2013-12-09 00:00:00.000000,793.0,Maie,Maidla,,3679.0,2009-09-13 22:02:37.054267,,,,2
4586,62203226837,Kristi,Rüütel,2024-04-19 22:02:37.054267,2,100,100,,100,Oleg,Kristi,533,539,,NAINE,2022-03-22 22:02:37.054267,,,2011-03-13 00:00:00.000000,784.0,Kristi,Rüütel,,3286.0,2022-03-22 22:02:37.054267,,,,44
4587,39809072022,Valeri,Kuningas,,22,100,100,,100,Oleg,Valeri,532,537,,MEES,1998-09-07 22:02:37.054267,,,,793.0,Valeri,Kuningas,,1085.0,1998-09-07 22:02:37.054267,6299.0,2003-09-18 22:02:37.054267,,46
4588,43806077340,Marika,Maidla,,34,100,100,,100,Meelis,Marika,532,537,,NAINE,1938-06-07 22:02:37.054267,,,2018-03-27 00:00:00.000000,919.0,Marika,Maidla,,429.0,1938-06-07 22:02:37.054267,5717.0,1960-06-11 22:02:37.054267,,2
4589,49406196682,Natalia,Lokk,,34,100,100,,100,Jaan,Natalia,532,537,,NAINE,1994-06-19 22:02:37.054267,,,2017-05-21 00:00:00.000000,784.0,Natalia,Lokk,,2849.0,1994-06-19 22:02:37.054267,,,,38
4590,36807098730,Roman,Lõhmus,,31,100,100,,100,Tõnu,Roman,532,537,,MEES,1968-07-09 22:02:37.054267,,,1994-06-24 22:02:37.054267,557.0,Roman,Lõhmus,,2360.0,1968-07-09 22:02:37.054267,,,,28
4591,61510085081,Natalja,Soots,,10,54,54,,54,Jaan,Natalja,532,537,,NAINE,2015-10-08 22:02:37.054267,2017-11-10 22:02:37.054267,,2017-10-07 00:00:00.000000,184.0,Natalja,Soots,,1607.0,2015-10-08 22:02:37.054267,432.0,2022-08-16 22:02:37.054267,,41
4592,49703147732,Tiina,Lehiste,,25,100,100,,100,Aleksander,Tiina,532,537,,NAINE,1997-03-14 22:02:37.054267,,,,834.0,Tiina,Lehiste,,2329.0,1997-03-14 22:02:37.054267,1673.0,2021-02-26 22:02:37.054267,,43
4593,37605165862,Aleksei,Roosileht,,14,100,100,,100,Artur,Aleksei,532,537,,MEES,1976-05-16 22:02:37.054267,,,2020-08-02 00:00:00.000000,431.0,Aleksei,Roosileht,,2699.0,1976-05-16 22:02:37.054267,687.0,2017-08-14 22:02:37.054267,,28
4594,34603011265,Aleksei,Kuningas,,31,179,179,,179,Peeter,Aleksei,532,537,,MEES,1946-03-01 22:02:37.054267,2015-03-12 22:02:37.054267,,2018-05-11 00:00:00.000000,899.0,Aleksei,Kuningas,,6021.0,1946-03-01 22:02:37.054267,5779.0,1955-05-28 22:02:37.054267,,39
4595,38108105447,Vello,Järve,,25,100,100,,100,Sander,Vello,532,537,,MEES,1981-08-10 22:02:37.054267,,,1994-01-28 00:00:00.000000,622.0,Vello,Järve,,1077.0,1981-08-10 22:02:37.054267,3724.0,2012-04-13 22:02:37.054267,,21
4596,51212036863,Andres,Nurm,,10,46,46,,46,Tõnu,Andres,532,537,,MEES,2012-12-03 22:02:37.054267,2019-07-18 22:02:37.054267,,2000-12-17 00:00:00.000000,184.0,Andres,Nurm,,5634.0,2012-12-03 22:02:37.054267,,,,48
4597,50103189291,Aleksei,Jõe,,28,263,263,,263,Priit,Aleksei,532,537,,MEES,2001-03-18 22:02:37.054267,2024-02-11 22:02:37.054267,,,736.0,Aleksei,Jõe,,640.0,2001-03-18 22:02:37.054267,440.0,2007-04-18 22:02:37.054267,,13
4598,50809204570,Ivan,Kase,2014-01-26 22:02:37.054267,14,152,152,,152,Nikolai,Ivan,533,539,,MEES,2008-09-20 22:02:37.054267,2018-02-17 22:02:37.054267,,2008-07-17 00:00:00.000000,130.0,Ivan,Kase,,5452.0,2008-09-20 22:02:37.054267,,,,1
4599,60101309876,Anne,Abel,,25,98,98,,98,Tõnu,Anne,532,537,,NAINE,2001-01-30 22:02:37.054267,2005-02-09 22:02:37.054267,2019-05-13 22:02:37.054267,2013-02-04 00:00:00.000000,130.0,Anne,Abel,,6420.0,2001-01-30 22:02:37.054267,283.0,2023-09-03 22:02:37.054267,,40
4600,35803036944,Andres,Kotov,,34,100,100,,100,Indrek,Andres,532,537,,MEES,1958-03-03 22:02:37.054267,,,1990-01-01 00:00:00.000000,515.0,Andres,Kotov,,5182.0,1958-03-03 22:02:37.054267,,,,41
4601,49301053749,Valentina,Kivistik,,34,100,100,,100,Raivo,Valentina,532,537,,NAINE,1993-01-05 22:02:37.054267,,,,338.0,Valentina,Kivistik,,289.0,1993-01-05 22:02:37.054267,2106.0,2009-12-12 22:02:37.054267,,2
4602,32509244339,Jüri,Tamm,,14,100,100,,100,Alexander,Jüri,532,537,,MEES,1925-09-24 22:02:37.054267,,,2009-09-30 00:00:00.000000,624.0,Jüri,Tamm,,6032.0,1925-09-24 22:02:37.054267,1762.0,1990-11-08 22:02:37.054267,,21
4603,52210014238,Alexander,Lääne,2023-07-15 22:02:37.054267,2,100,100,,100,Aleksei,Alexander,533,539,,MEES,2022-10-01 22:02:37.054267,,,2015-07-22 00:00:00.000000,732.0,Alexander,Lääne,,3236.0,2022-10-01 22:02:37.054267,4954.0,2023-03-14 22:02:37.054267,,49
4604,60402236646,Eve,Sarapuu,,25,100,100,,100,Rein,Eve,532,537,,NAINE,2004-02-23 22:02:37.054267,,,,919.0,Eve,Sarapuu,,3523.0,2004-02-23 22:02:37.054267,1125.0,2013-11-20 22:02:37.054267,,25
4605,60803286603,Piret,Vares,,19,176,176,,176,Margus,Piret,532,537,,NAINE,2008-03-28 22:02:37.054267,2010-06-12 22:02:37.054267,,1990-01-01 00:00:00.000000,714.0,Piret,Vares,,3032.0,2008-03-28 22:02:37.054267,4381.0,2020-12-04 22:02:37.054267,,23
4606,48306174494,Kadri,Oks,,19,100,100,,100,Peeter,Kadri,532,537,,NAINE,1983-06-17 22:02:37.054267,,,1990-01-01 00:00:00.000000,890.0,Kadri,Oks,,5609.0,1983-06-17 22:02:37.054267,,,,48
4607,46102212930,Galina,Nurm,,14,100,100,,100,Vello,Galina,532,537,,NAINE,1961-02-21 22:02:37.054267,,,1991-10-02 00:00:00.000000,899.0,Galina,Nurm,,3971.0,1961-02-21 22:02:37.054267,4131.0,2000-07-24 22:02:37.054267,,14
4608,61901024452,Sirje,Mäe,,2,275,275,,275,Priit,Sirje,532,537,,NAINE,2019-01-02 22:02:37.054267,2022-05-02 22:02:37.054267,,1996-03-21 00:00:00.000000,784.0,Sirje,Mäe,,4715.0,2019-01-02 22:02:37.054267,,,,18
4609,61109171529,Ülle,Jakobson,2016-12-02 22:02:37.054267,10,100,100,,100,Sergei,Ülle,533,539,,NAINE,2011-09-17 22:02:37.054267,,,2007-02-20 00:00:00.000000,353.0,Ülle,Jakobson,,6229.0,2011-09-17 22:02:37.054267,4796.0,2025-01-03 22:02:37.054267,,4
4610,32803091065,Toomas,Tihhomirov,,22,100,100,,100,Urmas,Toomas,532,537,,MEES,1928-03-09 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Toomas,Tihhomirov,,6698.0,1928-03-09 22:02:37.054267,3151.0,1941-08-17 22:02:37.054267,,24
4611,35807262208,Aleksander,Rätsep,,14,100,100,,100,Siim,Aleksander,532,537,,MEES,1958-07-26 22:02:37.054267,,,2012-05-15 22:02:37.054267,719.0,Aleksander,Rätsep,,4744.0,1958-07-26 22:02:37.054267,11.0,1978-09-13 22:02:37.054267,,20
4612,33001215947,Nikolai,Pärnpuu,1943-11-25 22:02:37.054267,19,100,100,,100,Aivar,Nikolai,533,539,,MEES,1930-01-21 22:02:37.054267,,,,714.0,Nikolai,Pärnpuu,,2100.0,1930-01-21 22:02:37.054267,,,,5
4613,43809138129,Kadri,Sild,,14,100,100,,100,Ants,Kadri,532,537,,NAINE,1938-09-13 22:02:37.054267,,,1995-01-24 00:00:00.000000,293.0,Kadri,Sild,,3068.0,1938-09-13 22:02:37.054267,3474.0,1987-05-27 22:02:37.054267,,23
4614,62502231181,Jekaterina,Sobolev,,2,50,50,,50,Pavel,Jekaterina,532,537,,NAINE,2025-02-23 22:02:37.054267,2025-03-05 22:02:37.054267,,2007-11-27 00:00:00.000000,784.0,Jekaterina,Sobolev,,1613.0,2025-02-23 22:02:37.054267,5626.0,2025-03-24 22:02:37.054267,,8
4615,49902077780,Aleksandra,Parts,,19,197,197,,197,Maksim,Aleksandra,532,537,,NAINE,1999-02-07 22:02:37.054267,2017-06-22 22:02:37.054267,,2017-06-22 22:02:37.054267,557.0,Aleksandra,Parts,,6243.0,1999-02-07 22:02:37.054267,6869.0,2003-03-18 22:02:37.054267,,3
4616,46310056964,Tiiu,Adamson,,19,100,100,,100,Dmitri,Tiiu,532,537,,NAINE,1963-10-05 22:02:37.054267,,,2004-01-25 00:00:00.000000,205.0,Tiiu,Adamson,,1366.0,1963-10-05 22:02:37.054267,6131.0,1994-04-17 22:02:37.054267,,29
4617,46205195494,Ljudmila,Org,,28,100,100,,100,Jevgeni,Ljudmila,532,537,,NAINE,1962-05-19 22:02:37.054267,,,2012-08-09 00:00:00.000000,653.0,Ljudmila,Org,,5370.0,1962-05-19 22:02:37.054267,,,,35
4618,60209053415,Marika,Laanemets,,19,100,100,,100,Jaan,Marika,532,537,,NAINE,2002-09-05 22:02:37.054267,,,1990-01-01 00:00:00.000000,714.0,Marika,Laanemets,,727.0,2002-09-05 22:02:37.054267,100.0,2021-11-27 22:02:37.054267,,47
4619,45012191925,Elena,Villemson,,28,100,100,,100,Vladimir,Elena,532,537,,NAINE,1950-12-19 22:02:37.054267,,,1996-11-25 00:00:00.000000,255.0,Elena,Villemson,,606.0,1950-12-19 22:02:37.054267,6052.0,1965-02-06 22:02:37.054267,,26
4620,60202078134,Natalia,Lõhmus,,31,100,100,,100,Siim,Natalia,532,537,,NAINE,2002-02-07 22:02:37.054267,,,2013-01-27 00:00:00.000000,784.0,Natalia,Lõhmus,,3321.0,2002-02-07 22:02:37.054267,,,,13
4621,51601259047,Igor,Markus,2024-09-13 22:02:37.054267,4,139,139,,139,Roman,Igor,533,539,,MEES,2016-01-25 22:02:37.054267,2018-07-04 22:02:37.054267,,,806.0,Igor,Markus,,5468.0,2016-01-25 22:02:37.054267,3760.0,2023-02-04 22:02:37.054267,,24
4622,52210132108,Vello,Salu,,2,100,100,,100,Aleksandr,Vello,532,537,,MEES,2022-10-13 22:02:37.054267,,,2007-07-19 00:00:00.000000,796.0,Vello,Salu,,734.0,2022-10-13 22:02:37.054267,773.0,2023-09-24 22:02:37.054267,,24
4623,36005212417,Martin,Silm,,19,100,100,,100,Sander,Martin,532,537,,MEES,1960-05-21 22:02:37.054267,,,2011-11-25 00:00:00.000000,511.0,Martin,Silm,,2031.0,1960-05-21 22:02:37.054267,,,,11
4624,48206272054,Riina,Jürgenson,,28,187,187,,187,Maksim,Riina,532,537,,NAINE,1982-06-27 22:02:37.054267,1998-08-04 22:02:37.054267,,2004-08-07 00:00:00.000000,890.0,Riina,Jürgenson,,5328.0,1982-06-27 22:02:37.054267,92.0,1993-05-23 22:02:37.054267,,40
4625,51910075034,Igor,Karu,,2,59,59,,59,Jüri,Igor,532,537,,MEES,2019-10-07 22:02:37.054267,2021-08-23 22:02:37.054267,,2000-09-18 00:00:00.000000,198.0,Igor,Karu,,1707.0,2019-10-07 22:02:37.054267,,,,13
4626,50710031772,Pavel,Kuusk,,14,107,107,,107,Juri,Pavel,532,537,,MEES,2007-10-03 22:02:37.054267,2025-01-07 22:02:37.054267,,2019-10-05 00:00:00.000000,732.0,Pavel,Kuusk,,2264.0,2007-10-03 22:02:37.054267,,,,42
4627,39908244789,Margus,Kolesnik,,14,100,100,,100,Oleg,Margus,532,537,,MEES,1999-08-24 22:02:37.054267,,,1990-01-01 00:00:00.000000,917.0,Margus,Kolesnik,,3307.0,1999-08-24 22:02:37.054267,,,,39
4628,42808175097,Diana,Pettai,,31,155,155,,155,Priit,Diana,532,537,,NAINE,1928-08-17 22:02:37.054267,1990-06-05 22:02:37.054267,,1990-06-05 22:02:37.054267,725.0,Diana,Pettai,,4807.0,1928-08-17 22:02:37.054267,,,,31
4629,37711215516,Pavel,Kalamees,,22,137,137,,137,Pavel,Pavel,532,537,,MEES,1977-11-21 22:02:37.054267,2021-04-29 22:02:37.054267,,2020-05-01 00:00:00.000000,725.0,Pavel,Kalamees,,2595.0,1977-11-21 22:02:37.054267,,,,3
4630,39701296369,Igor,Sarap,2016-07-17 22:02:37.054267,14,196,196,,196,Andrei,Igor,533,539,,MEES,1997-01-29 22:02:37.054267,2019-09-04 22:02:37.054267,2022-09-20 22:02:37.054267,,824.0,Igor,Sarap,,1224.0,1997-01-29 22:02:37.054267,6111.0,2001-01-09 22:02:37.054267,,33
4631,52206244518,Marek,Madisson,,2,100,100,,100,Viktor,Marek,532,537,,MEES,2022-06-24 22:02:37.054267,,,,712.0,Marek,Madisson,,4564.0,2022-06-24 22:02:37.054267,,,,17
4632,43202192523,Ljudmila,Hein,,31,100,100,,100,Aleksei,Ljudmila,532,537,,NAINE,1932-02-19 22:02:37.054267,,,2000-10-17 00:00:00.000000,784.0,Ljudmila,Hein,,1423.0,1932-02-19 22:02:37.054267,,,,4
4633,50002067848,Mati,Kangur,,31,100,100,,100,Vladimir,Mati,532,537,,MEES,2000-02-06 22:02:37.054267,,,,284.0,Mati,Kangur,,2785.0,2000-02-06 22:02:37.054267,1499.0,2008-10-11 22:02:37.054267,,21
4634,35011299328,Pavel,Juhanson,2005-03-05 22:02:37.054267,25,100,100,,100,Sergey,Pavel,533,539,,MEES,1950-11-29 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Pavel,Juhanson,,501.0,1950-11-29 22:02:37.054267,5670.0,1959-03-11 22:02:37.054267,,36
4635,39006243918,Mati,Laine,,25,256,256,,256,Tõnu,Mati,532,537,,MEES,1990-06-24 22:02:37.054267,1994-05-18 22:02:37.054267,,1994-05-18 22:02:37.054267,480.0,Mati,Laine,,6055.0,1990-06-24 22:02:37.054267,243.0,2015-01-31 22:02:37.054267,,1
4636,49508189876,Elena,Heinsoo,,28,100,100,,100,Oleg,Elena,532,537,,NAINE,1995-08-18 22:02:37.054267,,,1990-01-01 00:00:00.000000,191.0,Elena,Heinsoo,,6374.0,1995-08-18 22:02:37.054267,1125.0,2013-11-20 22:02:37.054267,,33
4637,39105022205,Valeri,Nikitin,,28,100,100,,100,Juri,Valeri,532,537,,MEES,1991-05-02 22:02:37.054267,,,,714.0,Valeri,Nikitin,,5056.0,1991-05-02 22:02:37.054267,,,,10
4638,51606145601,Vladimir,Karro,,10,100,100,,100,Sergey,Vladimir,532,537,,MEES,2016-06-14 22:02:37.054267,,,,689.0,Vladimir,Karro,,889.0,2016-06-14 22:02:37.054267,,,,19
4639,32808149778,Vladimir,Võsu,1943-08-13 22:02:37.054267,25,37,37,,37,Siim,Vladimir,533,539,,MEES,1928-08-14 22:02:37.054267,1979-03-23 22:02:37.054267,,,784.0,Vladimir,Võsu,,796.0,1928-08-14 22:02:37.054267,,,,3
4640,32512083545,Ants,Titov,,14,100,100,,100,Valeri,Ants,532,537,,MEES,1925-12-08 22:02:37.054267,,,2019-10-22 22:02:37.054267,736.0,Ants,Titov,,996.0,1925-12-08 22:02:37.054267,,,,25
4641,37002165978,Tõnu,Niit,,25,100,100,,100,Aleksander,Tõnu,532,537,,MEES,1970-02-16 22:02:37.054267,,,2012-08-01 00:00:00.000000,480.0,Tõnu,Niit,,1632.0,1970-02-16 22:02:37.054267,435.0,2019-08-17 22:02:37.054267,,41
4642,32907309460,Alexander,Kiisk,,31,100,100,,100,Jevgeni,Alexander,532,537,,MEES,1929-07-30 22:02:37.054267,,,2011-02-13 00:00:00.000000,321.0,Alexander,Kiisk,,4976.0,1929-07-30 22:02:37.054267,,,,19
4643,62403066509,Tiiu,Taal,2024-10-16 22:02:37.054267,2,100,100,,100,Aleksei,Tiiu,533,539,,NAINE,2024-03-06 22:02:37.054267,,,1999-12-07 00:00:00.000000,478.0,Tiiu,Taal,,1534.0,2024-03-06 22:02:37.054267,979.0,2025-05-07 22:02:37.054267,,49
4644,37812145283,Andres,Jõgi,,14,100,100,,100,Nikolai,Andres,532,537,,MEES,1978-12-14 22:02:37.054267,,,1990-01-01 00:00:00.000000,793.0,Andres,Jõgi,,1120.0,1978-12-14 22:02:37.054267,4994.0,2010-09-18 22:02:37.054267,,14
4645,43411289076,Aleksandra,Aasa,,34,242,242,,242,Tiit,Aleksandra,532,537,,NAINE,1934-11-28 22:02:37.054267,1997-03-13 22:02:37.054267,,1997-03-13 22:02:37.054267,130.0,Aleksandra,Aasa,,6872.0,1934-11-28 22:02:37.054267,4879.0,1990-01-26 22:02:37.054267,,34
4646,51706085379,Marko,Štšerbakov,,4,155,155,,155,Aleksei,Marko,532,537,,MEES,2017-06-08 22:02:37.054267,2022-07-23 22:02:37.054267,,2022-07-23 22:02:37.054267,899.0,Marko,Štšerbakov,,1266.0,2017-06-08 22:02:37.054267,,,,19
4647,36608254943,Peeter,Zaitsev,,19,178,178,,178,Rein,Peeter,532,537,,MEES,1966-08-25 22:02:37.054267,1992-05-03 22:02:37.054267,,,130.0,Peeter,Zaitsev,,3399.0,1966-08-25 22:02:37.054267,,,,35
4648,39506109252,Valeri,Ševtšenko,,22,52,52,,52,Martin,Valeri,532,537,,MEES,1995-06-10 22:02:37.054267,2016-12-05 22:02:37.054267,2019-08-22 22:02:37.054267,1990-01-01 00:00:00.000000,736.0,Valeri,Ševtšenko,,2368.0,1995-06-10 22:02:37.054267,2839.0,2025-02-24 22:02:37.054267,,14
4649,51707073999,Raivo,Kask,,10,100,100,,100,Vello,Raivo,532,537,,MEES,2017-07-07 22:02:37.054267,,,2008-09-25 22:02:37.054267,698.0,Raivo,Kask,,4510.0,2017-07-07 22:02:37.054267,5893.0,2021-07-07 22:02:37.054267,,2
4650,51805155988,Aleksandr,Loginov,,4,100,100,,100,Meelis,Aleksandr,532,537,,MEES,2018-05-15 22:02:37.054267,,,2014-09-14 00:00:00.000000,784.0,Aleksandr,Loginov,,4684.0,2018-05-15 22:02:37.054267,5041.0,2021-04-18 22:02:37.054267,,5
4651,46312015441,Triin,Lind,,22,100,100,,100,Dmitri,Triin,532,537,,NAINE,1963-12-01 22:02:37.054267,,,2014-08-16 00:00:00.000000,291.0,Triin,Lind,,1232.0,1963-12-01 22:02:37.054267,,,,18
4652,61902151306,Julia,Suits,,2,100,100,,100,Raivo,Julia,532,537,,NAINE,2019-02-15 22:02:37.054267,,,2018-06-17 00:00:00.000000,651.0,Julia,Suits,,647.0,2019-02-15 22:02:37.054267,3970.0,2025-03-10 22:02:37.054267,,1
4653,51108267836,Margus,Kostin,,4,100,100,,100,Meelis,Margus,532,537,,MEES,2011-08-26 22:02:37.054267,,,2011-04-10 00:00:00.000000,784.0,Margus,Kostin,,6829.0,2011-08-26 22:02:37.054267,,,,34
4654,46007212480,Tatjana,Luht,,31,268,268,,268,Ivan,Tatjana,532,537,,NAINE,1960-07-21 22:02:37.054267,1991-05-31 22:02:37.054267,2006-11-11 22:02:37.054267,1991-05-31 22:02:37.054267,480.0,Tatjana,Luht,,5897.0,1960-07-21 22:02:37.054267,32.0,2014-09-10 22:02:37.054267,,36
4655,35704088921,Maksim,Melnik,,22,100,100,,100,Tiit,Maksim,532,537,,MEES,1957-04-08 22:02:37.054267,,,1997-05-09 00:00:00.000000,890.0,Maksim,Melnik,,3400.0,1957-04-08 22:02:37.054267,752.0,1996-08-23 22:02:37.054267,,1
4656,50003266723,Roman,Tali,,34,100,100,,100,Aleksei,Roman,532,537,,MEES,2000-03-26 22:02:37.054267,,,2014-11-26 00:00:00.000000,784.0,Roman,Tali,,799.0,2000-03-26 22:02:37.054267,5595.0,2016-09-13 22:02:37.054267,,14
4657,62311026193,Kristiina,Kiik,2024-01-12 22:02:37.054267,2,134,134,,134,Nikolai,Kristiina,533,539,,NAINE,2023-11-02 22:02:37.054267,2025-02-11 22:02:37.054267,,1990-01-01 00:00:00.000000,145.0,Kristiina,Kiik,,4434.0,2023-11-02 22:02:37.054267,1133.0,2025-03-08 22:02:37.054267,,22
4658,51809308777,Igor,Heinsalu,,2,193,193,,193,Aleksei,Igor,532,537,,MEES,2018-09-30 22:02:37.054267,2024-09-04 22:02:37.054267,,2019-04-15 00:00:00.000000,511.0,Igor,Heinsalu,,2096.0,2018-09-30 22:02:37.054267,,,,44
4659,48502115145,Svetlana,Kuzmin,2011-09-16 22:02:37.054267,31,72,72,,72,Vello,Svetlana,533,539,,NAINE,1985-02-11 22:02:37.054267,2014-01-09 22:02:37.054267,,,784.0,Svetlana,Kuzmin,,5718.0,1985-02-11 22:02:37.054267,4512.0,1986-07-03 22:02:37.054267,,5
4660,50309085385,Andrus,Filippov,,25,100,100,,100,Jaan,Andrus,532,537,,MEES,2003-09-08 22:02:37.054267,,,2015-10-05 00:00:00.000000,567.0,Andrus,Filippov,,6378.0,2003-09-08 22:02:37.054267,,,,47
4661,35405081387,Andrei,Lillemets,,25,100,100,,100,Sergey,Andrei,532,537,,MEES,1954-05-08 22:02:37.054267,,,2011-04-01 00:00:00.000000,624.0,Andrei,Lillemets,,5387.0,1954-05-08 22:02:37.054267,5262.0,2006-10-25 22:02:37.054267,,5
4662,35301291162,Tiit,Tali,,19,248,248,,248,Raivo,Tiit,532,537,,MEES,1953-01-29 22:02:37.054267,2010-08-22 22:02:37.054267,,2000-02-16 00:00:00.000000,732.0,Tiit,Tali,,3138.0,1953-01-29 22:02:37.054267,4029.0,2008-08-07 22:02:37.054267,,48
4663,50812077068,Urmas,Simson,,19,100,100,,100,Kristjan,Urmas,532,537,,MEES,2008-12-07 22:02:37.054267,,,2019-06-02 00:00:00.000000,653.0,Urmas,Simson,,1681.0,2008-12-07 22:02:37.054267,95.0,2021-10-27 22:02:37.054267,,24
4664,35511085760,Juri,Laas,,28,203,203,,203,Vello,Juri,532,537,,MEES,1955-11-08 22:02:37.054267,1984-07-03 22:02:37.054267,,2016-12-06 00:00:00.000000,247.0,Juri,Laas,,2528.0,1955-11-08 22:02:37.054267,2101.0,1981-12-05 22:02:37.054267,,16
4665,52009035120,Sergei,Talts,,2,100,100,,100,Ants,Sergei,532,537,,MEES,2020-09-03 22:02:37.054267,,,1990-01-01 00:00:00.000000,793.0,Sergei,Talts,,5231.0,2020-09-03 22:02:37.054267,,,,7
4666,35304076006,Oleg,Kink,,14,100,100,,100,Tarmo,Oleg,532,537,,MEES,1953-04-07 22:02:37.054267,,,2015-09-13 00:00:00.000000,736.0,Oleg,Kink,,2705.0,1953-04-07 22:02:37.054267,,,,22
4667,48912252019,Ülle,Alekseev,,19,100,100,,100,Vello,Ülle,532,537,,NAINE,1989-12-25 22:02:37.054267,,,1990-01-01 00:00:00.000000,441.0,Ülle,Alekseev,,1264.0,1989-12-25 22:02:37.054267,,,,5
4668,49407246892,Diana,Meister,,19,100,100,,100,Jaanus,Diana,532,537,,NAINE,1994-07-24 22:02:37.054267,,,,917.0,Diana,Meister,,2403.0,1994-07-24 22:02:37.054267,,,,19
4669,34709028077,Aivar,Vinogradov,,14,133,133,,133,Jaanus,Aivar,532,537,,MEES,1947-09-02 22:02:37.054267,1992-05-27 22:02:37.054267,,1994-04-15 00:00:00.000000,255.0,Aivar,Vinogradov,,1232.0,1947-09-02 22:02:37.054267,,,,18
