IDokID,IsID,DokID,IDokIsikukood,IDokEesnimi,IDokPerenimi,IDokVanaEesnimi,IDokVanaPerenimi,IDokVanaIsikukood,IDokIsanimi,KdIDIsikuRoll,AsID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv
12820,1175,9273,32508179534,Tiit,Palm,Vana-Tiit,Vana-Palm,OLD-7427,Valeri,Mingi roll,4,6.0,2012-06-11,,,
12821,1175,14273,32508179534,Tiit,Palm,,,,Valeri,Mingi roll,32,313.0,2020-02-07,,,
12822,1175,19273,32508179534,Tiit,Palm,,,,Valeri,Mingi roll,17,69.0,2014-06-26,,,
12823,2664,4558,46307256420,Galina,Jänes,,,,Mihkel,Mingi roll,34,25.0,2014-10-09,,,
12824,2664,4559,46307256420,Galina,Jänes,,,,Mihkel,Mingi roll,12,25.0,2003-04-08,,,
12825,2664,10762,46307256420,Galina,Jänes,,,,Mihkel,Mingi roll,34,207.0,2020-10-03,,,
12826,2664,15762,46307256420,Galina,Jänes,,,,Mihkel,Mingi roll,14,305.0,2004-07-27,140.0,2012-09-15,
12827,2664,20762,46307256420,Galina,Jänes,,,,Mihkel,Mingi roll,38,277.0,2008-02-12,121.0,2009-02-01,
12828,2483,4560,32912193253,Siim,Kuus,,,,Aivar,Mingi roll,43,332.0,2018-05-01,345.0,2022-05-14,
12829,2483,10581,32912193253,Siim,Kuus,,,,Aivar,Mingi roll,10,148.0,2010-06-06,202.0,2010-07-06,
12830,2483,15581,32912193253,Siim,Kuus,,,,Aivar,Mingi roll,8,338.0,2007-05-10,257.0,2022-02-02,
12831,2483,20581,32912193253,Siim,Kuus,,,,Aivar,Mingi roll,13,34.0,2005-05-01,39.0,2012-03-18,2012-03-18
12832,1177,4561,47012294393,Ljudmila,Paal,,,,Maksim,Mingi roll,20,259.0,2015-03-13,297.0,2017-12-12,
12833,1177,9275,47012294393,Ljudmila,Paal,,,,Maksim,Mingi roll,2,119.0,2014-09-29,155.0,2020-01-01,
12834,1177,14275,47012294393,Ljudmila,Paal,,,,Maksim,Mingi roll,43,153.0,2005-11-04,,,
12835,1177,19275,47012294393,Ljudmila,Paal,,,,Maksim,Mingi roll,39,96.0,2011-04-01,165.0,2020-08-01,2020-08-01
12836,1178,4562,49310165070,Merike,Suur,,,,Marek,Mingi roll,40,109.0,2021-11-04,41.0,2023-09-22,
12837,1178,4563,49310165070,Merike,Suur,,,,Marek,Mingi roll,32,226.0,2001-05-29,316.0,2002-11-14,
12838,1178,9276,49310165070,Merike,Suur,,,,Marek,Mingi roll,5,327.0,2024-10-27,,,
12839,1178,14276,49310165070,Merike,Suur,,,,Marek,Mingi roll,32,83.0,2023-07-11,5.0,2024-03-05,2024-03-05
12840,1178,19276,49310165070,Merike,Suur,,,,Marek,Mingi roll,45,175.0,2023-06-23,124.0,2025-01-08,
12841,1856,4564,33912251149,Sander,Kuuse,,,,Marko,Mingi roll,22,319.0,2013-01-02,9.0,2021-05-10,
12842,1856,9954,33912251149,Sander,Kuuse,Vana-Sander,Vana-Kuuse,OLD-7069,Marko,Mingi roll,49,309.0,2008-05-06,,,
12843,1856,14954,33912251149,Sander,Kuuse,,,,Marko,Mingi roll,5,84.0,2004-11-24,215.0,2023-06-27,
12844,1856,19954,33912251149,Sander,Kuuse,Vana-Sander,Vana-Kuuse,OLD-9491,Marko,Mingi roll,2,186.0,2006-11-05,,,
12845,1180,4565,48104229274,Jelena,Reinsalu,,,,Toomas,Mingi roll,14,11.0,2011-01-26,,,
12846,1180,9278,48104229274,Jelena,Reinsalu,,,,Toomas,Mingi roll,37,178.0,2019-01-29,,,
12847,1180,14278,48104229274,Jelena,Reinsalu,,,,Toomas,Mingi roll,17,158.0,2001-05-19,,,
12848,1180,19278,48104229274,Jelena,Reinsalu,,,,Toomas,Mingi roll,23,77.0,2010-01-28,,,
12849,1181,4566,39804279016,Maksim,Nazarov,,,,Sander,Mingi roll,27,96.0,2006-04-14,68.0,2007-12-11,
12850,1181,4567,39804279016,Maksim,Nazarov,,,,Sander,Mingi roll,19,92.0,2012-09-10,330.0,2023-06-17,
12851,1181,4568,39804279016,Maksim,Nazarov,,,,Sander,Mingi roll,22,91.0,2011-04-26,,,
12852,1181,9279,39804279016,Maksim,Nazarov,,,,Sander,Mingi roll,32,331.0,2011-03-12,71.0,2025-01-04,
12853,1181,14279,39804279016,Maksim,Nazarov,,,,Sander,Mingi roll,6,246.0,2018-11-23,229.0,2022-07-07,
12854,1181,19279,39804279016,Maksim,Nazarov,,,,Sander,Mingi roll,4,328.0,2014-02-11,,,
12855,4137,4569,61803198914,Olga,Härm,,,,Alexander,Mingi roll,48,90.0,2023-11-15,,,
12856,4137,4570,61803198914,Olga,Härm,,,,Alexander,Mingi roll,18,141.0,2019-06-29,,,
12857,4137,4571,61803198914,Olga,Härm,,,,Alexander,Mingi roll,40,94.0,2022-11-14,119.0,2023-03-14,
12858,4137,12235,61803198914,Olga,Härm,,,,Alexander,Mingi roll,7,1.0,2016-05-15,,,
12859,4137,17235,61803198914,Olga,Härm,,,,Alexander,Mingi roll,49,331.0,2011-09-25,,,
12860,4137,22235,61803198914,Olga,Härm,,,,Alexander,Mingi roll,12,176.0,2022-07-04,,,
12861,2808,4572,49608176110,Aino,Kütt,,,,Oleg,Mingi roll,13,214.0,2012-04-02,,,
12862,2808,4573,49608176110,Aino,Kütt,,,,Oleg,Mingi roll,36,225.0,2003-10-03,222.0,2019-10-28,
12863,2808,4574,49608176110,Aino,Kütt,,,,Oleg,Mingi roll,49,262.0,2023-03-28,336.0,2024-01-17,
12864,2808,10906,49608176110,Aino,Kütt,,,,Oleg,Mingi roll,34,190.0,2018-11-05,15.0,2024-06-01,
12865,2808,15906,49608176110,Aino,Kütt,,,,Oleg,Mingi roll,29,100.0,2019-12-08,257.0,2024-07-26,
12866,2808,20906,49608176110,Aino,Kütt,,,,Oleg,Mingi roll,32,13.0,2018-05-20,24.0,2019-12-25,
12867,4575,4575,39509105593,Aivar,Kivimäe,Vana-Aivar,Vana-Kivimäe,OLD-7988,Vello,Mingi roll,28,49.0,2012-10-22,,,
12868,4575,4576,39509105593,Aivar,Kivimäe,,,,Vello,Mingi roll,47,124.0,2007-06-23,64.0,2021-09-23,
12869,4575,4577,39509105593,Aivar,Kivimäe,,,,Vello,Mingi roll,47,28.0,2001-01-22,253.0,2024-07-27,
12870,4575,12673,39509105593,Aivar,Kivimäe,Vana-Aivar,Vana-Kivimäe,OLD-6506,Vello,Mingi roll,3,102.0,2010-04-29,,,
12871,4575,17673,39509105593,Aivar,Kivimäe,,,,Vello,Mingi roll,32,54.0,2017-07-14,,,
12872,4575,22673,39509105593,Aivar,Kivimäe,,,,Vello,Mingi roll,47,125.0,2020-11-18,,,
12873,1182,4578,62005151735,Katrin,Piho,,,,Andrei,Mingi roll,12,135.0,2021-01-02,,,
12874,1182,4579,62005151735,Katrin,Piho,,,,Andrei,Mingi roll,13,135.0,2004-10-19,,,
12875,1182,4580,62005151735,Katrin,Piho,,,,Andrei,Mingi roll,45,98.0,2009-07-13,174.0,2015-03-26,
12876,1182,9280,62005151735,Katrin,Piho,,,,Andrei,Mingi roll,25,234.0,2001-09-02,256.0,2005-03-10,
12877,1182,14280,62005151735,Katrin,Piho,,,,Andrei,Mingi roll,18,155.0,2018-10-07,146.0,2023-06-18,
12878,1182,19280,62005151735,Katrin,Piho,,,,Andrei,Mingi roll,14,208.0,2007-06-29,9.0,2011-07-05,
12879,3065,4581,51609242553,Andres,Antonov,,,,Aleksander,Mingi roll,6,262.0,2013-07-06,119.0,2023-03-14,
12880,3065,4582,51609242553,Andres,Antonov,,,,Aleksander,Mingi roll,21,269.0,2007-05-15,184.0,2009-11-15,
12881,3065,4583,51609242553,Andres,Antonov,,,,Aleksander,Mingi roll,5,121.0,2014-12-11,,,
12882,3065,11163,51609242553,Andres,Antonov,,,,Aleksander,Mingi roll,1,343.0,2007-08-19,,,
12883,3065,16163,51609242553,Andres,Antonov,,,,Aleksander,Mingi roll,10,242.0,2007-07-17,,,
12884,3065,21163,51609242553,Andres,Antonov,,,,Aleksander,Mingi roll,9,190.0,2018-11-05,,,
12885,3526,4584,51605287210,Artur,Sander,,,,Nikolai,Mingi roll,7,301.0,2023-10-10,261.0,2025-03-19,
12886,3526,4585,51605287210,Artur,Sander,,,,Nikolai,Mingi roll,43,285.0,2025-01-03,323.0,2025-02-10,
12887,3526,4586,51605287210,Artur,Sander,,,,Nikolai,Mingi roll,49,188.0,2024-03-18,,,
12888,3526,11624,51605287210,Artur,Sander,,,,Nikolai,Mingi roll,26,30.0,2017-06-06,199.0,2017-07-15,
12889,3526,16624,51605287210,Artur,Sander,,,,Nikolai,Mingi roll,2,240.0,2010-04-12,8.0,2017-02-11,
12890,3526,21624,51605287210,Artur,Sander,,,,Nikolai,Mingi roll,28,23.0,2005-10-12,212.0,2021-04-14,
12891,3579,4587,62403302533,Aleksandra,Sidorov,,,,Mihkel,Mingi roll,20,76.0,2002-06-07,323.0,2020-03-30,
12892,3579,4588,62403302533,Aleksandra,Sidorov,,,,Mihkel,Mingi roll,14,281.0,2016-06-23,345.0,2020-04-26,
12893,3579,4589,62403302533,Aleksandra,Sidorov,,,,Mihkel,Mingi roll,2,230.0,2010-12-06,,,
12894,3579,11677,62403302533,Aleksandra,Sidorov,,,,Mihkel,Mingi roll,37,283.0,2013-06-12,269.0,2018-01-26,
12895,3579,16677,62403302533,Aleksandra,Sidorov,,,,Mihkel,Mingi roll,48,113.0,2006-10-30,,,
12896,3579,21677,62403302533,Aleksandra,Sidorov,,,,Mihkel,Mingi roll,35,127.0,2006-07-29,,,
12897,4679,4590,61410227250,Kristina,Trei,,,,Margus,Mingi roll,31,231.0,2001-06-18,114.0,2018-02-03,
12898,4679,4591,61410227250,Kristina,Trei,,,,Margus,Mingi roll,15,104.0,2018-04-18,36.0,2021-03-24,
12899,4679,4592,61410227250,Kristina,Trei,,,,Margus,Mingi roll,31,271.0,2019-09-18,108.0,2021-09-14,
12900,4679,12777,61410227250,Kristina,Trei,,,,Margus,Mingi roll,22,100.0,2023-02-21,,,
12901,4679,17777,61410227250,Kristina,Trei,,,,Margus,Mingi roll,24,198.0,2007-06-11,31.0,2010-05-14,
12902,4679,22777,61410227250,Kristina,Trei,,,,Margus,Mingi roll,14,299.0,2014-05-25,,,
12903,4879,4593,51507294546,Andrei,Lind,,,,Marko,Mingi roll,19,84.0,2023-01-01,,,
12904,4879,4594,51507294546,Andrei,Lind,,,,Marko,Mingi roll,20,174.0,2015-03-15,,,
12905,4879,4595,51507294546,Andrei,Lind,,,,Marko,Mingi roll,20,263.0,2012-06-02,,,
12906,4879,12977,51507294546,Andrei,Lind,,,,Marko,Mingi roll,44,316.0,2021-02-07,293.0,2023-09-29,
12907,4879,17977,51507294546,Andrei,Lind,,,,Marko,Mingi roll,2,33.0,2012-02-03,,,
12908,4879,22977,51507294546,Andrei,Lind,,,,Marko,Mingi roll,37,172.0,2019-02-23,23.0,2021-10-05,
12909,1184,4596,37307016953,Sergei,Aasa,,,,Mati,Mingi roll,7,141.0,2005-06-08,,,
12910,1184,9282,37307016953,Sergei,Aasa,,,,Mati,Mingi roll,11,270.0,2010-01-30,,,
12911,1184,14282,37307016953,Sergei,Aasa,,,,Mati,Mingi roll,7,107.0,2005-08-25,101.0,2010-07-04,
12912,1184,19282,37307016953,Sergei,Aasa,,,,Mati,Mingi roll,5,278.0,2003-04-05,,,
12913,1186,4597,35407101586,Vello,Vasiliev,,,,Mihkel,Mingi roll,16,252.0,2019-12-05,,,
12914,1186,9284,35407101586,Vello,Vasiliev,,,,Mihkel,Mingi roll,34,284.0,2009-09-07,141.0,2015-07-02,
12915,1186,14284,35407101586,Vello,Vasiliev,Vana-Vello,Vana-Vasiliev,OLD-2358,Mihkel,Mingi roll,37,192.0,2019-02-22,305.0,2019-10-01,
12916,1186,19284,35407101586,Vello,Vasiliev,,,,Mihkel,Mingi roll,39,289.0,2021-07-07,,,
12917,1188,4598,48405188231,Ülle,Štšerbakov,,,,Aleksander,Mingi roll,36,37.0,2018-03-26,,,
12918,1188,9286,48405188231,Ülle,Štšerbakov,,,,Aleksander,Mingi roll,33,319.0,2023-07-20,239.0,2023-12-29,2023-12-29
12919,1188,14286,48405188231,Ülle,Štšerbakov,,,,Aleksander,Mingi roll,41,12.0,2015-10-13,83.0,2023-12-30,
12920,1188,19286,48405188231,Ülle,Štšerbakov,,,,Aleksander,Mingi roll,28,257.0,2006-01-22,,,
12921,2903,4599,50808242481,Peeter,Jõe,,,,Indrek,Mingi roll,29,214.0,2022-11-19,,,
12922,2903,11001,50808242481,Peeter,Jõe,,,,Indrek,Mingi roll,7,130.0,2006-12-25,,,
12923,2903,16001,50808242481,Peeter,Jõe,,,,Indrek,Mingi roll,10,250.0,2020-12-06,248.0,2024-03-08,
12924,2903,21001,50808242481,Peeter,Jõe,,,,Indrek,Mingi roll,17,322.0,2002-07-02,,,
12925,3781,4600,49807309452,Riina,Saks,,,,Igor,Mingi roll,48,253.0,2018-10-17,,,
12926,3781,4601,49807309452,Riina,Saks,,,,Igor,Mingi roll,8,325.0,2000-08-06,,,
12927,3781,11879,49807309452,Riina,Saks,,,,Igor,Mingi roll,2,9.0,2012-12-28,,,
12928,3781,16879,49807309452,Riina,Saks,Vana-Riina,Vana-Saks,OLD-2249,Igor,Mingi roll,47,30.0,2018-12-07,,,
12929,3781,21879,49807309452,Riina,Saks,,,,Igor,Mingi roll,13,26.0,2015-04-12,304.0,2023-06-19,
12930,4953,4602,38604216700,Dmitri,Link,,,,Oleg,Mingi roll,32,142.0,2012-12-04,345.0,2019-04-05,
12931,4953,13051,38604216700,Dmitri,Link,,,,Oleg,Mingi roll,29,44.0,2012-01-15,101.0,2018-11-16,
12932,4953,18051,38604216700,Dmitri,Link,,,,Oleg,Mingi roll,1,172.0,2001-11-17,,,
12933,4953,23051,38604216700,Dmitri,Link,,,,Oleg,Mingi roll,44,144.0,2013-01-28,252.0,2018-02-09,
12934,1191,4603,61604144735,Diana,Sorokin,,,,Tarmo,Mingi roll,28,265.0,2021-05-05,,,
12935,1191,9289,61604144735,Diana,Sorokin,,,,Tarmo,Mingi roll,33,16.0,2013-01-06,147.0,2016-03-12,2016-03-12
12936,1191,14289,61604144735,Diana,Sorokin,Vana-Diana,Vana-Sorokin,OLD-5877,Tarmo,Mingi roll,4,53.0,2002-01-24,,,
12937,1191,19289,61604144735,Diana,Sorokin,,,,Tarmo,Mingi roll,32,171.0,2022-09-20,,,
12938,2397,4604,61808222662,Nadežda,Kasemaa,,,,Andrus,Mingi roll,29,139.0,2016-06-08,,,
12939,2397,4605,61808222662,Nadežda,Kasemaa,,,,Andrus,Mingi roll,22,87.0,2016-03-13,,,
12940,2397,10495,61808222662,Nadežda,Kasemaa,,,,Andrus,Mingi roll,8,108.0,2021-05-31,166.0,2022-02-20,
12941,2397,15495,61808222662,Nadežda,Kasemaa,Vana-Nadežda,Vana-Kasemaa,OLD-6469,Andrus,Mingi roll,3,4.0,2018-02-28,184.0,2019-04-13,
12942,2397,20495,61808222662,Nadežda,Kasemaa,,,,Andrus,Mingi roll,5,201.0,2006-03-17,20.0,2017-08-23,
12943,3449,4606,61404019941,Tamara,Reinsalu,,,,Oleg,Mingi roll,40,4.0,2005-03-23,8.0,2011-09-11,
12944,3449,11547,61404019941,Tamara,Reinsalu,,,,Oleg,Mingi roll,16,241.0,2005-06-02,,,
12945,3449,16547,61404019941,Tamara,Reinsalu,,,,Oleg,Mingi roll,5,273.0,2022-11-12,237.0,2025-03-18,
12946,3449,21547,61404019941,Tamara,Reinsalu,Vana-Tamara,Vana-Reinsalu,OLD-5002,Oleg,Mingi roll,15,244.0,2014-02-27,118.0,2014-11-02,
12947,3681,4607,62207108975,Tiina,Arro,,,,Nikolai,Mingi roll,16,144.0,2003-11-30,,,
12948,3681,11779,62207108975,Tiina,Arro,,,,Nikolai,Mingi roll,48,44.0,2024-11-24,213.0,2024-12-07,
12949,3681,16779,62207108975,Tiina,Arro,,,,Nikolai,Mingi roll,46,25.0,2008-01-15,,,
12950,3681,21779,62207108975,Tiina,Arro,,,,Nikolai,Mingi roll,14,160.0,2014-02-01,170.0,2023-01-21,
12951,1194,4608,44104221118,Niina,Gusev,,,,Andres,Mingi roll,2,231.0,2024-10-17,33.0,2024-11-16,
12952,1194,9292,44104221118,Niina,Gusev,,,,Andres,Mingi roll,9,108.0,2022-04-18,,,
12953,1194,14292,44104221118,Niina,Gusev,,,,Andres,Mingi roll,6,204.0,2020-02-02,,,
12954,1194,19292,44104221118,Niina,Gusev,,,,Andres,Mingi roll,27,102.0,2023-08-25,342.0,2025-02-23,
12955,1195,4609,33103215297,Artur,Laht,,,,Priit,Mingi roll,4,101.0,2018-11-16,223.0,2022-06-16,2022-06-16
12956,1195,9293,33103215297,Artur,Laht,,,,Priit,Mingi roll,35,11.0,2009-04-21,212.0,2020-10-15,
12957,1195,14293,33103215297,Artur,Laht,,,,Priit,Mingi roll,30,227.0,2018-03-24,86.0,2024-03-31,
12958,1195,19293,33103215297,Artur,Laht,,,,Priit,Mingi roll,1,71.0,2012-03-19,28.0,2024-03-02,
12959,3150,4610,36603233965,Andres,Maksimov,,,,Siim,Mingi roll,2,199.0,2020-06-06,78.0,2021-09-01,
12960,3150,11248,36603233965,Andres,Maksimov,,,,Siim,Mingi roll,3,139.0,2007-08-26,,,
12961,3150,16248,36603233965,Andres,Maksimov,Vana-Andres,Vana-Maksimov,OLD-2804,Siim,Mingi roll,30,54.0,2008-08-18,342.0,2019-07-14,
12962,3150,21248,36603233965,Andres,Maksimov,,,,Siim,Mingi roll,3,223.0,2011-07-20,243.0,2013-01-16,
12963,1263,4611,42506131438,Ene,Jaanus,,,,Rein,Mingi roll,4,148.0,2009-08-06,,,
12964,1263,9361,42506131438,Ene,Jaanus,,,,Rein,Mingi roll,29,251.0,2023-02-23,,,
12965,1263,14361,42506131438,Ene,Jaanus,,,,Rein,Mingi roll,29,322.0,2021-07-13,92.0,2023-10-17,
12966,1263,19361,42506131438,Ene,Jaanus,,,,Rein,Mingi roll,50,316.0,2017-04-04,44.0,2024-11-24,2024-11-24
12967,1847,4612,44410086236,Natalja,Jõe,,,,Ivan,Mingi roll,45,275.0,2009-10-22,,,
12968,1847,4613,44410086236,Natalja,Jõe,,,,Ivan,Mingi roll,41,92.0,2013-08-03,119.0,2022-01-26,
12969,1847,9945,44410086236,Natalja,Jõe,,,,Ivan,Mingi roll,28,238.0,2012-03-20,130.0,2024-09-20,
12970,1847,14945,44410086236,Natalja,Jõe,,,,Ivan,Mingi roll,1,331.0,2011-03-13,157.0,2016-03-27,
12971,1847,19945,44410086236,Natalja,Jõe,,,,Ivan,Mingi roll,17,82.0,2015-01-16,,,
12972,1196,4614,38309158851,Ants,Viira,Vana-Ants,Vana-Viira,OLD-8100,Jaan,Mingi roll,41,243.0,2012-11-24,,,
12973,1196,9294,38309158851,Ants,Viira,,,,Jaan,Mingi roll,49,209.0,2011-10-01,169.0,2015-12-29,2015-12-29
12974,1196,14294,38309158851,Ants,Viira,,,,Jaan,Mingi roll,38,105.0,2015-06-14,113.0,2022-10-02,
12975,1196,19294,38309158851,Ants,Viira,,,,Jaan,Mingi roll,3,231.0,2016-02-12,342.0,2019-07-24,
12976,4074,4615,35905182708,Jaanus,Vaht,,,,Andres,Mingi roll,22,8.0,2019-10-14,,,
12977,4074,12172,35905182708,Jaanus,Vaht,,,,Andres,Mingi roll,6,275.0,2005-04-27,,,
12978,4074,17172,35905182708,Jaanus,Vaht,,,,Andres,Mingi roll,50,266.0,2000-08-11,,,
12979,4074,22172,35905182708,Jaanus,Vaht,,,,Andres,Mingi roll,33,81.0,2023-05-06,280.0,2024-08-09,
12980,1197,4616,45401041162,Laura,Kass,,,,Andrus,Mingi roll,5,164.0,2017-05-30,,,
12981,1197,4617,45401041162,Laura,Kass,,,,Andrus,Mingi roll,38,86.0,2001-06-29,,,
12982,1197,4618,45401041162,Laura,Kass,,,,Andrus,Mingi roll,28,55.0,2005-03-13,166.0,2009-04-01,
12983,1197,9295,45401041162,Laura,Kass,,,,Andrus,Mingi roll,1,122.0,2022-03-29,147.0,2022-06-26,
12984,1197,14295,45401041162,Laura,Kass,,,,Andrus,Mingi roll,47,307.0,2005-06-25,,,
12985,1197,19295,45401041162,Laura,Kass,Vana-Laura,Vana-Kass,OLD-7284,Andrus,Mingi roll,17,97.0,2010-04-09,,,
12986,1198,4619,50104139291,Toomas,Kurm,,,,Mati,Mingi roll,38,182.0,2022-02-08,,,
12987,1198,4620,50104139291,Toomas,Kurm,,,,Mati,Mingi roll,7,4.0,2018-04-10,9.0,2022-06-29,
12988,1198,4621,50104139291,Toomas,Kurm,,,,Mati,Mingi roll,21,151.0,2001-06-04,313.0,2018-12-06,
12989,1198,9296,50104139291,Toomas,Kurm,,,,Mati,Mingi roll,39,265.0,2010-04-28,,,
12990,1198,14296,50104139291,Toomas,Kurm,,,,Mati,Mingi roll,13,63.0,2014-01-02,317.0,2016-01-20,
12991,1198,19296,50104139291,Toomas,Kurm,,,,Mati,Mingi roll,47,249.0,2010-01-17,,,
12992,1201,4622,43601306334,Reet,Liivak,,,,Andrei,Mingi roll,39,36.0,2016-09-12,311.0,2024-10-19,
12993,1201,4623,43601306334,Reet,Liivak,Vana-Reet,Vana-Liivak,OLD-5353,Andrei,Mingi roll,12,42.0,2006-02-10,,,
12994,1201,4624,43601306334,Reet,Liivak,,,,Andrei,Mingi roll,18,298.0,2022-04-01,318.0,2024-07-06,
12995,1201,9299,43601306334,Reet,Liivak,,,,Andrei,Mingi roll,21,273.0,2016-11-22,,,
12996,1201,14299,43601306334,Reet,Liivak,,,,Andrei,Mingi roll,28,332.0,2005-01-25,151.0,2006-01-12,
12997,1201,19299,43601306334,Reet,Liivak,,,,Andrei,Mingi roll,23,15.0,2014-09-14,102.0,2019-08-04,
12998,3459,4625,50202086642,Sander,Tuul,,,,Toomas,Mingi roll,18,177.0,2010-04-20,109.0,2014-11-30,
12999,3459,4626,50202086642,Sander,Tuul,,,,Toomas,Mingi roll,8,60.0,2007-10-20,,,
13000,3459,11557,50202086642,Sander,Tuul,,,,Toomas,Mingi roll,35,338.0,2013-09-01,169.0,2014-10-07,
13001,3459,16557,50202086642,Sander,Tuul,,,,Toomas,Mingi roll,30,25.0,2015-04-01,,,
13002,3459,21557,50202086642,Sander,Tuul,,,,Toomas,Mingi roll,3,199.0,2017-07-15,303.0,2019-04-07,
13003,1202,4627,52208229234,Igor,Adamson,,,,Oleg,Mingi roll,26,5.0,2024-03-05,,,
13004,1202,4628,52208229234,Igor,Adamson,,,,Oleg,Mingi roll,40,262.0,2009-12-28,,,
13005,1202,9300,52208229234,Igor,Adamson,,,,Oleg,Mingi roll,23,84.0,2005-10-13,,,
13006,1202,14300,52208229234,Igor,Adamson,Vana-Igor,Vana-Adamson,OLD-4688,Oleg,Mingi roll,12,300.0,2024-08-20,,,
13007,1202,19300,52208229234,Igor,Adamson,,,,Oleg,Mingi roll,22,206.0,2022-05-21,,,
13008,1542,4629,34201199029,Aivar,Ivanov,,,,Vladimir,Mingi roll,9,343.0,2003-04-15,,,
13009,1542,4630,34201199029,Aivar,Ivanov,,,,Vladimir,Mingi roll,13,81.0,2016-05-23,237.0,2017-10-09,
13010,1542,9640,34201199029,Aivar,Ivanov,,,,Vladimir,Mingi roll,24,264.0,2010-05-25,98.0,2025-04-28,2025-04-28
13011,1542,14640,34201199029,Aivar,Ivanov,,,,Vladimir,Mingi roll,31,11.0,2009-07-14,237.0,2024-11-29,
13012,1542,19640,34201199029,Aivar,Ivanov,,,,Vladimir,Mingi roll,42,109.0,2014-11-30,151.0,2024-01-11,
13013,4110,4631,34201014492,Sergei,Lillemets,Vana-Sergei,Vana-Lillemets,OLD-7523,Margus,Mingi roll,25,34.0,2003-10-25,,,
13014,4110,4632,34201014492,Sergei,Lillemets,,,,Margus,Mingi roll,4,209.0,2017-02-21,219.0,2023-08-16,
13015,4110,12208,34201014492,Sergei,Lillemets,Vana-Sergei,Vana-Lillemets,OLD-8337,Margus,Mingi roll,36,45.0,2025-04-22,,,
13016,4110,17208,34201014492,Sergei,Lillemets,,,,Margus,Mingi roll,42,139.0,2000-12-20,25.0,2012-12-20,
13017,4110,22208,34201014492,Sergei,Lillemets,Vana-Sergei,Vana-Lillemets,OLD-9226,Margus,Mingi roll,42,255.0,2004-08-13,88.0,2010-01-26,
13018,1205,4633,51511144532,Andrus,Maripuu,,,,Sander,Mingi roll,31,84.0,2004-05-15,,,
13019,1205,4634,51511144532,Andrus,Maripuu,,,,Sander,Mingi roll,12,240.0,2012-12-17,100.0,2022-03-05,2022-03-05
13020,1205,9303,51511144532,Andrus,Maripuu,,,,Sander,Mingi roll,36,81.0,2003-08-31,337.0,2020-09-09,
13021,1205,14303,51511144532,Andrus,Maripuu,,,,Sander,Mingi roll,6,49.0,2012-12-13,339.0,2015-11-11,
13022,1205,19303,51511144532,Andrus,Maripuu,,,,Sander,Mingi roll,22,79.0,2004-05-31,,,
13023,1501,4635,50607288652,Ivan,Allik,,,,Sergey,Mingi roll,32,199.0,2000-07-24,333.0,2001-04-08,
13024,1501,4636,50607288652,Ivan,Allik,,,,Sergey,Mingi roll,39,118.0,2018-06-07,,,
13025,1501,9599,50607288652,Ivan,Allik,,,,Sergey,Mingi roll,22,66.0,2014-04-07,,,
13026,1501,14599,50607288652,Ivan,Allik,,,,Sergey,Mingi roll,20,219.0,2013-06-26,,,
13027,1501,19599,50607288652,Ivan,Allik,,,,Sergey,Mingi roll,36,187.0,2013-10-31,189.0,2017-01-22,2017-01-22
13028,1538,4637,48712255352,Ene,Maripuu,,,,Andrus,Mingi roll,15,301.0,2019-08-19,265.0,2024-11-13,2024-11-13
13029,1538,4638,48712255352,Ene,Maripuu,,,,Andrus,Mingi roll,18,87.0,2010-05-30,,,
13030,1538,9636,48712255352,Ene,Maripuu,,,,Andrus,Mingi roll,38,48.0,2018-09-06,,,
13031,1538,14636,48712255352,Ene,Maripuu,,,,Andrus,Mingi roll,46,227.0,2007-12-20,,,
13032,1538,19636,48712255352,Ene,Maripuu,,,,Andrus,Mingi roll,2,65.0,2005-06-01,,,
13033,4388,4639,36807255467,Sander,Pettai,,,,Vello,Mingi roll,46,100.0,2013-11-20,,,
13034,4388,4640,36807255467,Sander,Pettai,Vana-Sander,Vana-Pettai,OLD-8139,Vello,Mingi roll,42,20.0,2016-05-12,15.0,2017-08-27,
13035,4388,12486,36807255467,Sander,Pettai,,,,Vello,Mingi roll,22,141.0,2019-10-31,,,
13036,4388,17486,36807255467,Sander,Pettai,,,,Vello,Mingi roll,47,316.0,2012-06-10,,,
13037,4388,22486,36807255467,Sander,Pettai,,,,Vello,Mingi roll,19,195.0,2016-10-15,16.0,2018-04-23,
13038,1206,4641,47610141551,Linda,Petrov,,,,Artur,Mingi roll,47,116.0,2012-09-01,25.0,2023-02-17,
13039,1206,4642,47610141551,Linda,Petrov,,,,Artur,Mingi roll,34,234.0,2007-11-08,,,
13040,1206,9304,47610141551,Linda,Petrov,,,,Artur,Mingi roll,2,15.0,2008-04-16,65.0,2012-12-25,
13041,1206,14304,47610141551,Linda,Petrov,,,,Artur,Mingi roll,3,274.0,2007-06-03,291.0,2019-01-28,
13042,1206,19304,47610141551,Linda,Petrov,,,,Artur,Mingi roll,17,184.0,2006-05-30,12.0,2013-10-02,
13043,1210,4643,43605243604,Katrin,Kivimäe,,,,Tõnu,Mingi roll,46,302.0,2004-05-05,2.0,2016-12-17,
13044,1210,9308,43605243604,Katrin,Kivimäe,,,,Tõnu,Mingi roll,4,306.0,2024-10-16,98.0,2025-01-28,
